id_transaccion,monto_usd,hora_operacion,distancia_ubicacion_km,intentos_previos_1h,antiguedad_cliente_meses,dispositivo_nuevo,nivel_riesgo_pais,canal,reclamos_previos,target_fraude
1380,38.75,22,71.3,0,45.2,0,medio,app,0,0
1381,142.89,15,189.7,0,18.4,0,bajo,app,1,0
1382,126.15,0,109.2,1,35.2,0,bajo,web,0,0
1383,169.99,6,152.1,1,66.1,0,bajo,app,1,0
1384,94.18,17,176.4,3,53.5,1,bajo,web,2,0
1385,66.65,3,90.7,1,64.6,1,bajo,app,0,0
1386,37.89,3,47.5,1,63.9,0,medio,app,0,0
1387,83.63,11,29.9,2,14.2,1,bajo,app,1,0
1388,429.92,9,165.8,1,48.7,1,bajo,web,0,0
1389,34.92,22,98.0,0,41.9,1,medio,app,0,0
1390,118.77,10,38.3,1,47.1,0,medio,web,0,0
1391,57.46,12,12.6,0,38.2,0,bajo,app,1,0
1392,35.6,20,68.8,1,38.4,0,medio,pos,0,0
1393,88.24,13,151.2,0,1.0,0,bajo,app,1,0
1394,109.71,17,10.3,0,23.5,0,bajo,web,0,0
1395,54.23,17,84.8,2,34.1,0,bajo,web,0,0
1396,120.6,20,276.9,3,32.2,0,bajo,app,0,0
1397,46.6,22,210.7,1,10.2,0,medio,web,1,0
1398,3.31,19,18.5,0,36.1,0,bajo,app,0,0
1399,43.45,22,193.2,0,14.9,1,bajo,telefono,0,0
1400,41.24,11,17.8,2,30.9,0,bajo,pos,0,0
1401,37.97,2,61.6,1,49.1,0,bajo,app,1,0
1402,37.44,15,0.2,3,18.9,0,bajo,pos,0,0
1403,28.75,20,189.1,0,17.1,0,medio,app,0,0
1404,122.59,3,51.9,0,71.2,0,alto,app,0,0
1405,59.37,16,25.6,1,38.7,0,medio,pos,0,0
1406,194.23,16,233.0,1,33.7,1,alto,telefono,0,0
1407,140.81,19,360.6,1,46.3,0,bajo,app,1,0
1408,21.73,16,5.5,1,45.2,1,bajo,web,2,1
1409,157.9,12,163.0,0,50.6,0,medio,web,1,0
1410,45.86,19,,2,32.7,0,bajo,app,0,0
1411,92.87,0,8.4,0,46.3,1,bajo,web,1,0
1412,56.78,11,272.8,3,13.5,0,bajo,pos,0,0
1413,11.75,16,368.8,1,74.8,0,bajo,web,0,0
1414,5.51,15,244.6,0,70.7,1,bajo,web,0,0
1415,64.14,22,207.7,4,28.1,1,medio,pos,0,0
1416,39.15,3,352.5,0,14.9,1,alto,app,1,0
1417,169.02,22,11.6,1,43.3,0,bajo,app,1,0
1418,316.07,15,5.5,2,51.3,0,bajo,web,0,0
1419,96.78,9,653.9,0,19.7,1,bajo,telefono,0,0
1420,120.68,5,2.2,2,27.0,0,bajo,app,0,0
1421,19.43,11,178.2,0,6.6,1,bajo,app,0,0
1422,170.47,5,43.3,2,46.8,0,bajo,app,0,0
1423,26.59,5,18.5,0,23.2,0,medio,web,1,0
1424,19.67,22,14.9,1,1.0,0,alto,web,0,0
1425,14.78,12,125.4,0,34.3,0,bajo,app,0,0
1426,62.25,11,190.6,2,1.0,0,medio,app,0,0
1427,191.15,7,138.9,5,57.3,0,bajo,app,0,0
1428,24.95,21,27.8,0,41.0,0,alto,web,0,0
1429,52.9,11,14.0,2,50.9,1,bajo,app,0,0
1430,54.07,13,351.8,3,39.0,0,bajo,app,0,0
1431,142.83,11,279.7,1,1.0,1,medio,app,1,0
1432,444.17,17,38.9,1,23.3,0,bajo,pos,1,0
1433,157.37,23,54.5,2,59.7,0,bajo,web,0,0
1434,18.99,23,33.7,2,11.7,0,bajo,app,0,0
1435,11.98,23,75.5,0,11.4,0,bajo,app,1,0
1436,12.79,3,61.2,1,56.7,0,medio,app,0,0
1437,25.19,16,174.5,5,27.2,0,bajo,app,0,0
1438,23.16,7,,3,40.2,0,bajo,app,0,0
1439,52.11,11,121.8,1,75.7,0,medio,app,1,0
1440,25.87,17,126.4,0,18.5,0,medio,app,0,0
1441,104.71,10,46.1,1,29.7,1,medio,pos,0,0
1442,13.11,11,107.1,0,16.3,0,medio,app,0,0
1443,82.01,22,250.6,1,20.4,0,medio,app,1,0
1444,25.97,8,340.3,1,82.0,0,bajo,web,1,0
1445,110.11,15,283.0,1,26.5,0,bajo,pos,0,0
1446,80.6,17,75.2,2,12.5,0,bajo,web,0,0
1447,25.58,15,,2,24.8,0,bajo,app,1,0
1448,138.05,16,7.2,1,45.0,0,bajo,web,0,0
1449,23.78,12,133.1,1,82.1,0,bajo,app,2,0
1450,69.53,9,35.5,1,18.2,1,bajo,app,0,0
1451,382.64,8,80.4,4,71.5,0,medio,app,0,0
1452,65.64,14,75.1,1,24.4,0,bajo,pos,0,0
1453,40.12,17,128.4,0,60.6,1,bajo,app,0,0
1454,69.2,21,162.9,0,6.8,0,bajo,web,1,0
1455,113.0,22,220.0,2,29.3,0,bajo,app,0,0
1456,281.0,10,27.0,1,42.9,0,bajo,app,0,0
1457,38.4,11,53.3,1,43.0,1,bajo,web,0,0
1458,21.56,11,81.1,2,4.4,0,medio,app,0,0
1459,83.5,2,67.5,1,57.2,0,alto,web,1,0
1460,80.94,6,160.1,2,19.1,0,bajo,app,1,0
1461,26.63,10,75.6,1,78.8,0,bajo,app,2,0
1462,83.27,15,283.5,0,39.8,0,medio,app,0,0
1463,92.82,15,258.5,0,33.9,0,bajo,web,0,0
1464,29.7,12,63.9,1,18.9,1,bajo,web,0,0
1465,,15,139.1,1,21.4,1,bajo,web,0,0
1466,22.39,20,270.8,0,30.8,0,alto,web,0,0
1467,27.91,13,185.4,1,31.5,0,bajo,app,0,0
1468,50.6,18,214.4,1,37.2,0,bajo,app,1,0
1469,20.37,7,14.0,2,27.3,0,bajo,app,0,0
1470,9.71,20,141.1,3,14.7,0,alto,app,0,0
1471,18.03,16,104.7,1,15.6,0,bajo,web,0,0
1472,61.53,18,135.1,2,26.9,1,medio,web,0,1
1473,97.78,3,253.5,0,57.4,0,bajo,web,0,0
1474,23.97,18,94.3,1,35.5,1,medio,pos,0,0
1475,5.95,11,116.3,3,5.7,0,bajo,app,0,0
1476,43.4,15,21.1,2,20.2,1,bajo,app,0,0
1477,140.05,1,229.5,1,39.5,0,bajo,app,0,0
1478,90.98,10,328.8,2,60.1,0,bajo,app,0,0
1479,132.91,5,169.3,0,61.6,0,alto,pos,0,0
1480,3.0,23,35.3,0,51.2,1,medio,web,0,0
1481,51.49,11,69.5,0,74.6,1,bajo,app,0,0
1482,48.88,11,73.6,0,47.2,1,medio,web,0,0
1483,34.93,19,136.0,1,39.0,0,bajo,app,0,0
1484,82.38,16,156.9,1,65.7,0,medio,web,0,0
1485,128.83,13,202.9,0,53.2,0,bajo,app,0,0
1486,50.57,11,141.0,0,75.3,0,bajo,web,1,0
1487,40.48,5,40.0,0,23.2,0,alto,web,0,0
1488,31.26,5,41.5,0,40.5,0,bajo,app,0,0
1489,119.83,16,2.9,1,26.5,1,bajo,pos,0,0
1490,49.51,1,76.2,1,57.0,0,bajo,web,0,0
1491,123.25,19,9.9,2,57.6,1,alto,web,0,0
1492,48.06,21,51.3,1,35.8,0,bajo,pos,0,0
1493,74.47,20,414.1,1,57.0,0,medio,web,1,0
1494,121.82,20,9.4,0,53.4,0,bajo,web,0,0
1495,190.7,9,4.2,0,72.3,0,bajo,pos,0,0
1496,238.98,14,57.9,1,42.4,0,medio,app,2,0
1497,19.28,18,154.5,2,15.1,0,bajo,app,0,0
1498,244.82,0,31.7,0,9.3,0,medio,web,0,0
1499,82.2,8,204.8,0,25.7,0,bajo,app,1,0
1500,19.14,9,244.0,1,69.3,1,bajo,telefono,0,0
1501,21.11,2,39.9,0,1.0,1,medio,web,0,1
1502,108.75,5,91.0,2,60.5,0,alto,app,0,1
1503,380.04,0,11.0,1,20.8,0,bajo,web,1,0
1504,182.83,5,43.7,2,51.5,0,bajo,pos,0,0
1505,36.77,21,104.2,1,27.8,0,bajo,app,0,0
1506,70.52,15,115.5,4,23.6,0,bajo,web,0,0
1507,429.17,8,76.7,2,37.3,0,medio,pos,1,0
1508,42.73,23,49.2,1,35.6,0,medio,app,0,0
1509,47.73,11,179.8,3,21.9,0,medio,web,0,0
1510,11.98,4,151.3,2,46.2,0,bajo,app,0,0
1511,132.3,13,32.3,2,45.1,0,bajo,web,1,0
1512,15.17,1,21.2,1,41.4,0,bajo,web,1,0
1513,23.06,1,13.6,2,59.7,1,bajo,app,1,1
1514,68.75,12,30.5,1,25.7,0,bajo,pos,0,0
1515,490.7,16,76.8,0,6.0,0,bajo,app,0,0
1516,32.06,12,41.8,2,48.5,0,bajo,app,0,0
1517,1351.2,12,104.4,0,14.8,0,medio,web,1,0
1518,,6,47.7,0,41.3,0,medio,web,1,0
1519,189.06,12,180.8,0,44.0,0,bajo,web,0,0
1520,7.2,14,14.5,0,49.2,0,bajo,web,1,0
1521,37.35,8,82.0,1,20.9,0,alto,web,0,0
1522,39.38,22,253.2,0,29.5,0,bajo,web,0,0
1523,88.71,13,169.9,0,45.4,0,medio,pos,1,0
1524,34.69,9,23.2,2,42.4,0,bajo,web,1,0
1525,94.35,18,47.5,3,56.9,0,medio,app,0,0
1526,53.82,23,78.0,2,31.2,0,bajo,web,1,0
1527,22.17,9,125.4,1,25.1,0,medio,app,0,0
1528,391.12,2,461.6,1,17.5,1,bajo,app,1,1
1529,51.11,22,30.9,2,68.6,0,bajo,app,1,0
1530,24.99,12,185.8,1,21.7,0,bajo,web,0,0
1531,127.86,20,47.7,1,29.4,0,bajo,app,0,0
1532,103.08,1,33.2,1,16.1,1,bajo,web,0,1
1533,124.04,22,258.2,1,76.6,0,bajo,app,0,0
1534,19.83,17,66.1,1,46.1,0,bajo,web,0,0
1535,135.97,12,210.8,0,37.6,0,bajo,pos,0,0
1536,89.11,12,45.6,4,90.4,0,bajo,web,0,0
1537,10.97,23,90.9,2,1.0,1,bajo,web,0,0
1538,19.53,7,79.8,1,10.1,0,bajo,web,1,0
1539,82.39,9,268.1,0,58.9,0,bajo,web,1,0
1540,154.47,12,22.0,2,9.5,0,bajo,web,0,0
1541,85.13,3,27.5,1,27.8,1,bajo,web,0,0
1542,53.14,13,78.3,2,50.0,0,bajo,app,0,0
1543,148.51,20,229.7,6,52.3,1,bajo,web,0,0
1544,28.06,19,123.9,0,15.3,0,bajo,web,0,0
1545,119.24,15,181.2,1,46.6,0,bajo,app,1,0
1546,9.76,7,32.2,0,45.9,0,bajo,web,0,0
1547,358.78,3,5.5,3,4.1,1,bajo,app,0,1
1548,307.27,18,426.0,1,63.2,1,medio,web,1,0
1549,87.64,0,95.5,1,60.3,0,bajo,pos,0,0
1550,23.38,19,19.2,0,1.0,1,bajo,telefono,1,1
1551,23.39,17,72.1,0,49.5,0,bajo,app,0,0
1552,133.94,10,28.0,1,37.8,0,bajo,app,1,0
1553,155.86,8,201.5,1,43.9,0,bajo,app,0,0
1554,13.39,17,73.3,0,43.7,1,bajo,pos,0,0
1555,103.91,15,262.4,1,10.6,0,alto,pos,0,0
1556,134.41,11,57.8,1,96.9,0,medio,app,1,0
1557,112.63,22,301.2,2,39.6,1,bajo,app,0,0
1558,15.48,18,404.0,0,9.2,0,bajo,web,1,0
1559,32.92,15,116.8,2,25.0,1,bajo,web,0,0
1560,70.36,8,109.1,2,24.9,0,medio,web,0,0
1561,57.15,20,6.9,1,36.1,0,bajo,pos,0,0
1562,230.48,15,12.2,2,32.0,0,medio,web,0,0
1563,202.99,1,170.5,2,39.3,1,bajo,pos,0,0
1564,128.25,14,76.1,0,37.0,0,bajo,app,0,0
1565,88.48,12,67.8,3,2.0,0,bajo,web,0,0
1566,124.79,21,129.6,3,27.1,1,bajo,telefono,0,0
1567,40.15,22,31.8,0,49.3,0,bajo,web,0,0
1568,310.19,16,13.0,0,46.2,0,bajo,web,0,0
1569,111.05,4,130.6,3,86.5,0,bajo,app,0,0
1570,146.22,19,15.1,3,34.8,1,alto,app,1,0
1571,29.7,12,58.7,0,53.1,0,bajo,app,1,0
1572,26.77,4,320.2,0,42.0,0,medio,app,0,0
1573,25.38,7,28.3,2,25.8,0,bajo,web,0,0
1574,87.12,1,11.6,0,36.9,0,bajo,app,0,0
1575,7.93,3,,0,79.5,0,medio,pos,0,0
1576,69.13,17,22.1,1,57.0,0,bajo,app,0,0
1577,75.57,10,33.7,1,15.7,0,medio,app,0,0
1578,69.46,18,58.8,1,44.2,0,bajo,web,1,0
1579,23.13,12,123.5,0,51.1,1,bajo,pos,0,0
1580,17.63,14,342.3,2,55.4,0,bajo,app,2,0
1581,37.82,16,82.0,0,8.0,0,bajo,web,0,0
1582,190.72,2,41.5,0,82.7,0,bajo,app,0,0
1583,92.98,20,20.3,0,18.8,0,medio,app,2,0
1584,10.16,1,4.0,1,52.5,0,bajo,app,1,0
1585,19.37,17,0.3,1,25.4,0,medio,web,0,0
1586,60.11,12,98.9,2,82.9,0,bajo,pos,0,0
1587,58.29,20,182.5,1,47.2,0,medio,telefono,1,1
1588,53.45,2,23.8,2,13.4,0,medio,web,1,0
1589,66.75,4,27.0,1,41.2,0,bajo,app,1,0
1590,84.96,17,360.1,4,48.4,1,bajo,web,0,1
1591,48.52,11,262.7,0,25.4,0,bajo,web,0,0
1592,76.29,19,25.1,1,86.4,0,bajo,app,0,0
1593,302.61,4,47.9,1,39.3,0,bajo,web,0,0
1594,98.87,2,112.0,2,11.7,0,bajo,pos,0,0
1595,190.34,14,188.6,0,21.3,0,bajo,web,0,0
1596,29.19,5,88.3,0,31.2,0,bajo,app,0,0
1597,25.01,11,95.6,3,56.9,1,bajo,web,0,0
1598,91.52,11,10.9,1,40.2,0,bajo,app,0,0
1599,152.41,8,119.3,0,25.7,0,bajo,app,0,0
1600,44.27,9,182.5,0,11.1,0,bajo,web,0,0
1601,160.76,0,29.5,0,22.4,0,medio,app,0,0
1602,128.59,7,246.3,1,40.4,0,bajo,web,0,0
1603,9.82,5,340.1,0,40.0,0,bajo,pos,0,0
1604,75.4,4,0.2,2,14.4,0,medio,app,0,0
1605,15.83,18,7.9,3,30.2,0,bajo,web,0,0
1606,76.02,13,68.5,1,67.9,1,bajo,web,1,0
1607,34.45,19,46.6,1,46.0,0,bajo,pos,1,0
1608,142.76,16,4.5,3,33.5,1,bajo,web,0,0
1609,197.37,6,152.5,0,25.9,0,bajo,app,1,0
1610,279.72,13,82.8,3,41.8,0,bajo,app,1,0
1611,29.12,13,468.1,2,21.4,0,alto,web,0,0
1612,67.4,21,136.1,1,50.7,0,bajo,web,0,0
1613,46.55,18,240.5,4,49.7,0,bajo,app,0,0
1614,210.16,2,100.5,0,19.9,0,bajo,pos,0,0
1615,104.28,9,157.3,0,17.8,0,bajo,app,1,0
1616,147.96,22,15.3,1,76.2,0,medio,web,1,0
1617,26.45,2,89.9,2,14.5,1,bajo,web,1,1
1618,139.56,4,401.8,1,44.2,0,bajo,app,0,0
1619,94.98,0,250.7,2,38.7,0,bajo,app,1,0
1620,36.61,14,83.8,2,36.8,0,medio,pos,0,0
1621,9.4,20,81.5,1,38.2,0,bajo,pos,0,0
1622,26.19,10,42.0,0,36.2,0,bajo,app,1,0
1623,226.41,23,24.6,0,35.9,0,bajo,web,0,0
1624,36.32,21,132.0,1,39.5,1,medio,app,0,0
1625,41.38,4,70.3,1,26.6,0,alto,web,0,1
1626,41.23,16,21.9,0,49.7,0,bajo,web,0,0
1627,15.3,5,154.7,0,58.1,0,bajo,web,0,0
1628,58.15,21,186.8,0,47.8,0,medio,app,0,0
1629,78.08,17,338.1,1,13.4,0,bajo,web,0,0
1630,39.97,18,17.0,0,1.0,0,bajo,web,0,0
1631,49.68,0,194.2,3,15.4,1,medio,web,0,1
1632,23.07,7,355.7,2,117.7,0,medio,app,0,0
1633,99.68,3,113.6,1,67.4,0,bajo,web,1,0
1634,152.45,12,6.8,3,60.4,0,medio,web,0,0
1635,22.26,4,0.0,2,1.0,0,alto,pos,1,0
1636,42.06,16,223.0,2,26.8,0,bajo,pos,1,0
1637,151.88,9,35.2,1,52.5,0,alto,web,0,0
1638,77.61,11,86.4,2,27.5,0,alto,app,0,0
1639,14.81,20,234.2,0,10.9,0,bajo,web,0,0
1640,183.6,13,104.4,0,6.9,0,medio,web,0,0
1641,9.49,4,277.4,1,14.5,0,bajo,app,0,0
1642,63.08,7,25.1,2,5.1,0,medio,pos,0,0
1643,13.87,15,44.3,0,1.0,0,bajo,pos,0,0
1644,281.07,2,258.9,1,78.3,0,bajo,web,0,0
1645,16.74,22,161.0,1,30.8,0,medio,web,0,0
1646,592.32,15,29.2,3,35.9,0,bajo,pos,0,0
1647,33.79,17,12.3,1,17.6,0,medio,web,0,0
1648,257.83,12,4.3,1,1.0,0,bajo,app,0,0
1649,100.88,21,81.3,3,66.3,0,bajo,app,0,0
1650,204.76,4,34.3,1,36.3,0,medio,app,1,0
1651,22.38,23,274.9,2,36.6,0,bajo,app,0,0
1652,19.28,1,32.8,2,41.1,0,alto,app,1,1
1653,72.35,20,104.7,1,1.0,0,bajo,app,0,0
1654,656.93,9,278.0,1,40.2,0,bajo,app,0,0
1655,307.56,21,172.5,2,16.5,0,bajo,app,0,0
1656,104.0,1,18.6,1,17.2,0,bajo,web,0,0
1657,228.94,20,25.0,3,75.5,0,bajo,web,0,0
1658,27.16,12,85.0,1,65.3,0,medio,app,0,0
1659,83.19,17,36.7,2,49.5,0,alto,app,0,0
1660,38.21,15,36.5,1,26.4,0,bajo,app,0,0
1661,43.16,10,63.6,2,37.9,1,bajo,app,0,0
1662,47.54,16,497.6,1,44.3,0,bajo,app,0,0
1663,231.92,1,12.4,0,21.9,0,bajo,app,0,0
1664,57.15,5,169.2,1,54.5,0,medio,app,0,0
1665,352.65,13,188.9,3,1.0,0,bajo,app,0,0
1666,201.63,5,58.5,1,49.6,0,bajo,pos,2,0
1667,46.49,12,60.9,1,1.0,0,bajo,app,2,0
1668,70.4,5,201.3,1,15.6,0,medio,web,0,0
1669,294.74,20,203.1,2,26.7,0,bajo,app,1,0
1670,449.59,6,4.8,1,29.9,0,bajo,app,0,0
1671,34.85,7,58.6,3,1.0,1,bajo,pos,1,1
1672,43.34,23,509.0,4,111.2,0,bajo,web,0,0
1673,76.83,4,44.8,0,26.0,0,bajo,web,0,0
1674,11.69,13,318.8,2,43.8,0,bajo,telefono,0,0
1675,71.34,13,82.0,0,20.9,0,bajo,app,0,0
1676,52.89,5,60.0,2,80.5,0,bajo,app,0,0
1677,135.69,12,75.2,2,22.8,0,bajo,web,0,0
1678,20.87,12,130.2,4,31.5,0,medio,app,0,1
1679,310.0,20,6.4,1,78.9,0,medio,web,0,0
1680,120.87,13,49.9,2,63.7,1,bajo,web,0,0
1681,48.41,11,439.3,0,1.0,0,bajo,pos,0,1
1682,69.52,7,177.8,2,93.8,0,bajo,app,0,0
1683,35.26,2,225.9,1,101.0,0,bajo,telefono,1,0
1684,18.66,17,420.5,0,14.3,1,bajo,app,0,0
1685,257.87,10,13.3,1,40.9,0,medio,app,1,0
1686,40.4,9,218.9,0,40.9,0,bajo,pos,0,0
1687,233.12,22,50.1,1,12.9,0,bajo,app,0,0
1688,35.09,10,263.0,1,29.9,0,medio,pos,1,0
1689,34.45,22,140.1,0,19.5,0,bajo,pos,0,0
1690,61.2,5,110.8,2,38.6,0,alto,pos,0,0
1691,53.68,13,43.0,0,54.3,0,bajo,telefono,0,0
1692,34.83,1,125.7,0,6.1,1,bajo,web,0,0
1693,102.62,15,226.8,1,31.3,0,bajo,web,0,0
1694,12.97,10,62.1,1,31.7,0,bajo,pos,0,0
1695,39.57,16,231.9,0,62.4,0,alto,web,1,0
1696,20.71,4,21.3,2,65.7,0,bajo,app,0,0
1697,246.01,22,213.5,1,53.8,0,bajo,web,0,0
1698,11.66,13,58.9,1,48.8,0,bajo,web,0,0
1699,180.08,11,71.0,2,56.3,0,bajo,web,0,0
1700,191.01,5,40.0,1,82.2,0,bajo,web,0,0
1701,2518.04,5,7.7,0,13.8,0,bajo,app,0,0
1702,21.19,18,31.5,4,40.3,0,bajo,app,1,0
1703,24.62,17,16.5,0,48.7,0,medio,pos,1,0
1704,120.33,21,53.2,2,44.5,1,bajo,app,1,0
1705,44.17,16,755.3,2,39.9,1,bajo,telefono,0,0
1706,84.77,19,903.6,2,39.6,0,bajo,app,1,1
1707,63.14,19,0.2,2,55.8,0,bajo,app,0,0
1708,22.87,13,26.2,2,21.6,0,bajo,web,1,0
1709,481.38,0,43.7,1,63.8,0,bajo,web,0,0
1710,85.12,9,206.1,1,65.2,1,bajo,app,1,0
1711,126.62,16,137.9,0,19.9,0,bajo,web,0,0
1712,49.11,20,413.4,0,42.8,0,bajo,web,0,0
1713,390.09,7,472.1,1,24.7,0,bajo,web,2,0
1714,24.44,3,171.6,3,42.6,0,bajo,web,0,0
1715,37.46,21,369.4,0,77.5,0,bajo,app,0,0
1716,163.01,18,81.3,0,12.6,0,bajo,web,0,0
1717,37.76,1,149.4,1,56.0,0,alto,web,0,0
1718,75.56,13,80.5,0,73.9,0,bajo,app,2,0
1719,117.99,22,273.1,0,55.9,0,bajo,app,0,0
1720,31.94,16,16.5,2,70.6,0,bajo,app,2,0
1721,74.89,18,28.0,2,57.1,0,medio,web,0,0
1722,307.56,2,443.7,2,63.9,0,bajo,app,1,0
1723,55.65,17,263.7,4,33.0,0,bajo,app,1,1
1724,61.36,15,108.4,1,18.7,0,bajo,pos,0,0
1725,63.81,15,56.6,1,61.8,0,medio,telefono,0,0
1726,40.36,11,4.0,3,1.0,0,bajo,app,0,0
1727,26.09,7,59.6,3,63.5,0,bajo,pos,0,0
1728,221.11,8,34.8,3,44.7,0,medio,app,1,0
1729,75.39,17,20.1,2,20.1,1,bajo,app,0,0
1730,96.91,1,38.9,2,60.2,0,medio,app,0,0
1731,6.64,11,130.3,0,13.1,0,bajo,web,1,0
1732,37.35,8,199.2,3,14.0,0,bajo,pos,0,0
1733,140.39,12,14.8,1,58.7,0,bajo,app,1,0
1734,41.29,17,255.3,0,46.9,1,alto,app,0,0
1735,69.15,1,23.4,0,1.0,0,medio,app,1,0
1736,8.04,8,2.9,1,17.7,1,medio,pos,0,0
1737,28.02,11,30.5,3,15.3,0,bajo,app,0,0
1738,363.81,4,232.7,2,30.9,1,bajo,app,0,0
1739,21.35,14,37.7,0,26.6,1,medio,web,0,0
1740,168.43,23,66.5,3,17.9,0,bajo,app,1,0
1741,151.97,16,24.6,1,36.0,0,medio,app,0,0
1742,57.59,3,186.0,1,54.8,0,bajo,pos,1,1
1743,69.56,15,289.2,0,20.8,1,bajo,app,0,0
1744,71.06,23,5.0,0,18.3,0,bajo,app,1,0
1745,116.56,14,266.0,2,52.2,0,bajo,telefono,0,0
1746,35.22,18,65.7,1,7.6,1,bajo,app,0,0
1747,63.64,18,86.2,2,46.8,0,medio,app,0,0
1748,352.03,8,143.0,2,1.0,1,bajo,web,0,0
1749,157.14,4,134.9,2,26.6,1,bajo,pos,0,0
1750,,10,57.4,1,49.0,0,bajo,app,0,0
1751,115.43,4,16.5,1,21.3,0,bajo,web,0,1
1752,407.42,11,24.1,3,58.4,0,bajo,app,1,0
1753,103.13,4,35.7,1,58.1,1,bajo,pos,0,0
1754,21.11,13,201.4,0,66.7,0,bajo,web,0,0
1755,46.17,3,84.3,1,15.6,0,bajo,app,0,0
1756,164.7,16,124.3,1,82.4,0,medio,web,3,0
1757,37.98,2,289.9,1,1.0,0,bajo,web,0,0
1758,119.11,2,68.3,0,8.5,1,bajo,app,0,0
1759,266.13,22,199.8,0,68.2,1,alto,app,1,1
1760,259.56,10,67.1,1,27.7,0,bajo,app,0,0
1761,70.72,23,89.0,2,20.5,0,bajo,web,1,0
1762,21.79,1,228.8,2,5.9,0,medio,web,0,0
1763,115.16,16,158.4,2,13.3,1,bajo,pos,0,0
1764,63.25,18,10.5,2,1.0,0,alto,web,2,1
1765,127.37,6,16.3,1,74.1,0,bajo,web,1,0
1766,39.0,11,18.9,2,55.3,0,medio,web,0,0
1767,288.55,9,58.9,1,1.0,0,bajo,web,0,0
1768,84.16,2,5.8,0,35.7,1,medio,web,0,0
1769,43.41,1,63.9,1,98.0,0,bajo,web,0,0
1770,8.73,9,33.8,1,19.7,0,bajo,web,1,0
1771,35.6,13,171.0,1,14.9,0,medio,web,0,0
1772,28.39,19,84.5,1,10.1,0,medio,app,0,0
1773,193.81,7,28.8,0,57.7,0,medio,web,0,0
1774,319.74,10,93.9,2,70.7,1,medio,pos,1,0
1775,94.6,0,15.0,2,46.7,0,alto,app,0,0
1776,29.99,21,96.3,1,46.7,0,bajo,app,0,0
1777,151.68,17,288.4,0,46.6,0,bajo,app,1,0
1778,117.7,6,532.2,2,61.5,0,medio,pos,0,0
1779,94.61,16,28.4,0,46.2,0,bajo,app,0,0
1780,68.62,22,171.8,0,45.2,0,bajo,web,0,0
1781,19.73,12,129.5,0,46.9,0,bajo,app,0,0
1782,105.08,6,29.2,1,30.3,1,bajo,telefono,2,0
1783,65.02,14,3.8,2,30.5,0,bajo,app,2,0
1784,73.09,21,44.8,2,29.2,1,bajo,web,0,0
1785,22.93,8,161.2,1,32.4,1,medio,pos,1,0
1786,73.18,6,33.9,0,16.2,0,medio,app,0,0
1787,298.81,10,41.1,2,38.3,0,bajo,app,1,0
1788,18.88,23,113.8,0,1.0,0,bajo,pos,0,0
1789,78.3,20,160.9,1,12.0,1,bajo,pos,0,0
1790,75.98,1,,0,37.2,0,alto,web,0,0
1791,203.07,4,188.9,2,52.7,0,medio,pos,0,0
1792,113.82,3,654.4,2,46.4,0,bajo,web,1,0
1793,63.37,10,17.3,0,57.5,0,medio,app,0,0
1794,144.38,21,31.3,3,23.6,0,bajo,pos,0,0
1795,13.99,22,137.1,4,23.9,0,bajo,web,0,0
1796,73.47,21,5.3,0,57.0,1,bajo,web,0,0
1797,86.89,20,299.8,0,66.7,1,bajo,web,0,0
1798,125.98,9,29.3,2,8.8,0,bajo,app,1,0
1799,217.95,6,86.7,1,32.2,0,medio,web,1,0
1800,57.24,20,75.2,1,31.1,1,bajo,web,0,0
1801,64.23,3,684.2,2,21.1,0,medio,web,0,0
1802,125.96,2,73.6,1,6.7,0,alto,app,0,1
1803,23.68,20,191.6,1,49.7,0,bajo,app,0,0
1804,291.57,16,63.1,3,33.7,0,bajo,web,0,0
1805,134.87,15,161.5,3,47.0,0,bajo,web,1,0
1806,28.47,11,67.4,0,26.4,1,medio,app,0,0
1807,63.15,21,482.4,1,59.1,0,medio,app,1,0
1808,15.6,3,61.0,1,16.2,0,alto,pos,0,0
1809,152.07,15,375.2,0,10.7,0,bajo,web,1,0
1810,64.64,19,95.0,3,57.6,1,medio,telefono,0,0
1811,85.76,9,64.0,4,46.6,0,medio,web,1,0
1812,49.93,10,2.6,0,65.7,1,alto,web,0,0
1813,424.13,2,28.6,2,5.4,0,bajo,pos,1,1
1814,155.1,6,61.2,4,94.9,0,bajo,app,0,0
1815,120.76,16,5.7,1,40.2,0,medio,web,0,0
1816,39.33,6,87.6,1,23.9,0,bajo,web,0,0
1817,81.52,2,237.1,0,5.6,1,medio,app,0,0
1818,76.9,7,54.8,1,18.4,0,bajo,pos,0,0
1819,26.7,20,77.0,0,24.9,0,bajo,web,0,0
1820,541.7,16,52.4,1,23.6,0,bajo,pos,0,0
1821,46.14,7,123.9,1,50.3,1,bajo,web,0,0
1822,271.14,16,146.5,1,45.2,0,medio,app,1,0
1823,34.44,19,41.4,2,6.2,0,bajo,app,0,0
1824,8.67,4,136.8,1,49.6,0,bajo,web,0,0
1825,395.4,14,113.4,1,17.5,0,medio,web,0,0
1826,9.23,11,97.2,1,47.0,0,bajo,app,1,0
1827,73.07,2,45.0,0,35.7,0,bajo,app,0,0
1828,18.35,16,0.8,4,51.7,0,bajo,web,0,0
1829,30.09,19,72.0,0,13.8,0,medio,app,0,0
