id_maquina,temperatura_motor_c,vibracion_mm_s,presion_hidraulica_bar,horas_operacion,ciclos_acumulados,humedad_ambiente_pct,ruido_db,turno,linea_produccion,target_falla_30d
1191,78.75,3.41,81.1,6782,95431,52.0,76.8,A,L1,0
1192,54.67,3.55,61.8,7609,67628,48.4,67.9,B,L1,0
1193,68.64,7.95,88.3,8634,55437,37.6,55.5,A,L3,0
1194,74.37,2.62,75.0,3188,99545,95.0,78.5,B,L1,1
1195,66.7,4.72,79.4,7080,77591,38.2,60.7,C,L1,0
1196,67.73,2.21,105.5,1232,95100,72.0,92.7,A,L3,0
1197,75.36,4.78,55.1,8328,72227,65.7,75.1,A,L2,0
1198,65.86,2.66,81.4,5646,93366,9.7,72.3,C,L1,0
1199,69.14,3.4,81.2,111,50938,57.9,84.3,B,L2,0
1200,64.73,1.38,98.4,5860,72026,24.3,89.7,A,L3,0
1201,60.7,4.07,114.3,4725,83627,53.0,63.4,C,L3,0
1202,71.8,2.22,87.7,5489,79576,44.3,66.9,B,L4,0
1203,69.46,,79.6,7874,38006,66.4,71.6,A,L1,0
1204,61.01,0.8,83.9,5421,117931,66.7,69.0,A,L3,0
1205,53.46,2.13,78.7,8574,30644,61.5,73.9,B,L2,0
1206,69.24,1.52,92.5,7509,78159,69.0,83.2,A,L2,0
1207,76.51,2.54,87.3,735,45187,33.5,61.2,B,L3,0
1208,84.89,3.7,48.2,3116,19534,48.1,80.9,C,L4,0
1209,64.17,6.79,84.2,2297,48431,30.2,76.5,A,L3,0
1210,57.97,3.6,113.1,3460,58136,50.8,81.1,C,L3,1
1211,67.88,2.63,71.4,6127,15159,42.1,66.4,B,L4,0
1212,57.77,2.34,92.4,7475,22807,41.8,78.6,B,L4,0
1213,57.92,3.41,101.6,1384,60165,56.8,67.4,A,L4,0
1214,67.75,3.1,93.8,6739,84068,72.3,70.3,A,L3,0
1215,52.67,2.76,97.5,4756,53537,66.5,73.6,B,L3,0
1216,66.75,3.66,94.1,1024,54546,73.8,65.8,C,L4,0
1217,76.8,1.33,94.3,4871,90185,29.6,73.3,A,L3,0
1218,60.88,2.99,72.0,2285,74148,27.5,67.6,B,L1,0
1219,71.41,1.69,97.1,6515,24799,61.5,69.5,A,L1,0
1220,75.05,6.18,113.9,3978,56149,69.2,70.0,A,L3,1
1221,87.69,1.27,89.1,8471,4717,52.5,59.4,B,L2,0
1222,83.75,3.34,74.1,3527,16437,40.1,75.1,A,L4,0
1223,77.96,2.74,78.2,5399,79358,26.0,72.9,B,L2,0
1224,63.97,2.08,107.7,5848,66261,77.6,70.8,A,L3,0
1225,53.34,1.23,76.6,5980,75373,40.7,70.7,B,L1,0
1226,79.87,3.31,93.4,8313,45718,33.4,70.3,A,L2,0
1227,58.83,4.66,75.0,3760,74525,17.1,80.2,A,L1,0
1228,86.59,2.63,87.4,1601,96490,47.2,67.7,C,L1,0
1229,74.63,2.19,82.0,994,3709,40.3,55.1,C,L1,0
1230,56.32,3.31,81.4,4934,19084,41.6,71.4,A,L1,0
1231,64.61,1.94,99.9,5638,89359,69.8,84.5,B,L1,0
1232,87.68,3.23,72.9,1127,88655,71.5,74.5,A,L1,0
1233,72.77,1.73,72.3,8287,69982,38.3,83.3,A,L1,0
1234,66.15,2.91,82.0,448,40793,61.1,80.0,B,L4,0
1235,68.35,12.0,65.8,8249,11646,61.3,74.7,C,L4,1
1236,70.16,4.36,97.6,6075,49576,50.3,72.1,B,L3,1
1237,69.36,2.44,94.6,6476,18039,57.5,75.0,B,L2,0
1238,67.73,2.45,82.2,5750,81847,52.5,70.7,C,L3,1
1239,79.92,3.57,93.6,2377,61899,28.6,61.7,A,L2,0
1240,68.57,3.75,90.2,7895,94845,50.3,68.0,B,L1,0
1241,69.94,3.35,95.0,2155,116741,61.9,64.3,C,L3,1
1242,68.2,4.23,96.1,5686,13540,63.0,59.4,A,L4,0
1243,78.81,1.69,104.8,4239,71972,58.6,80.1,B,L1,0
1244,63.85,,89.8,2374,34873,37.2,59.3,B,L4,0
1245,75.66,2.67,109.0,894,26926,68.6,74.5,B,L4,0
1246,60.91,4.53,79.1,1817,19588,30.2,74.1,C,L3,0
1247,68.88,5.52,82.4,4219,12632,21.3,70.9,C,L3,0
1248,64.72,3.13,104.6,4756,82249,65.8,75.2,B,L3,0
1249,69.0,2.21,97.7,548,83252,43.0,72.2,A,L2,0
1250,60.66,1.1,86.8,3718,88552,42.9,82.6,B,L2,0
1251,60.52,2.4,95.0,5600,104120,35.1,71.3,B,L2,0
1252,68.61,3.33,82.5,8108,10272,16.8,79.7,A,L2,0
1253,60.16,2.41,93.4,1121,10631,35.1,61.6,A,L1,0
1254,73.28,5.05,81.7,4155,77433,61.6,77.8,A,L1,1
1255,60.87,3.65,78.0,5231,106930,46.7,72.3,A,L1,0
1256,60.68,4.28,94.0,3606,27708,46.4,65.8,A,L4,0
1257,71.67,4.03,67.1,7834,2013,44.4,82.4,A,L4,0
1258,68.48,5.44,85.1,3492,37505,46.5,69.8,A,L2,0
1259,45.16,2.94,83.0,7819,64774,39.9,57.3,A,L2,0
1260,79.0,1.61,83.9,8835,60149,34.2,80.3,B,L3,0
1261,57.63,2.1,73.0,3940,4722,49.1,65.8,A,L1,0
1262,72.13,2.87,80.6,5243,65467,58.4,79.0,A,L1,0
1263,44.35,2.84,91.1,838,17587,28.4,76.9,A,L4,0
1264,65.47,2.93,77.4,983,43016,34.7,73.7,B,L2,0
1265,49.72,3.33,91.3,3248,85064,39.9,65.7,A,L2,0
1266,56.99,5.29,68.1,3874,34996,32.3,71.1,C,L2,0
1267,61.04,1.56,91.2,6982,12994,66.8,55.8,B,L3,0
1268,76.08,3.4,90.5,7013,24000,59.9,62.1,A,L1,0
1269,64.93,1.78,82.7,4833,77593,47.2,75.5,C,L1,0
1270,77.15,3.68,81.5,4878,10530,59.0,83.2,A,L4,1
1271,61.92,3.47,59.9,1814,74134,74.5,67.6,B,L2,0
1272,57.13,2.3,96.0,6032,4939,23.5,95.8,C,L1,0
1273,64.4,8.87,99.5,8508,17977,11.9,74.0,B,L4,1
1274,78.72,3.05,84.9,5482,111115,57.0,80.9,B,L3,1
1275,67.87,4.49,79.9,4594,119799,29.7,78.0,B,L2,0
1276,67.98,3.23,101.9,6824,115386,16.8,65.0,B,L1,0
1277,77.39,1.41,76.5,968,96428,32.5,78.2,A,L4,0
1278,68.01,2.61,93.9,8871,93646,69.1,66.1,B,L2,0
1279,75.46,5.17,81.6,2792,35946,26.2,75.7,B,L1,1
1280,84.7,2.31,99.6,8103,109241,58.1,80.8,C,L1,1
1281,75.46,3.23,81.5,7138,5792,49.0,68.8,A,L3,0
1282,62.78,3.1,75.7,6866,112861,32.6,53.5,A,L3,0
1283,82.76,3.99,92.0,2129,69385,57.1,77.8,B,L3,1
1284,71.39,2.94,81.1,3820,84399,56.4,58.1,B,L1,0
1285,72.41,3.7,87.5,8523,17496,70.1,81.3,A,L1,1
1286,77.74,3.99,68.3,4297,41357,25.8,69.7,A,L2,0
1287,64.88,2.62,101.4,5493,27661,49.9,82.7,B,L1,0
1288,67.26,4.14,67.7,7194,8344,33.0,64.0,A,L1,0
1289,77.65,2.58,92.0,4704,9625,24.6,67.7,C,L1,0
1290,78.42,5.06,75.3,8365,108039,37.4,74.0,C,L1,1
1291,62.27,1.87,58.7,2458,34912,40.9,66.9,A,L3,0
1292,70.33,1.59,79.2,8820,113759,41.8,79.4,C,L3,0
1293,52.23,2.25,77.3,6698,17174,48.7,75.0,C,L1,0
1294,48.82,3.39,82.0,4371,116336,43.9,74.7,A,L4,1
1295,80.32,3.54,92.0,1716,74234,34.6,72.5,C,L2,0
1296,95.81,3.09,108.2,6448,38320,54.8,75.3,C,L2,1
1297,55.38,1.54,90.7,3719,111264,12.2,76.6,C,L3,0
1298,74.41,4.49,74.7,5186,38089,36.5,81.7,B,L4,0
1299,64.1,1.14,65.5,7993,117380,65.3,76.2,A,L1,0
1300,67.47,4.21,92.0,2303,65998,36.9,67.3,A,L3,0
1301,85.48,2.27,84.2,331,76908,80.3,73.1,C,L1,0
1302,67.55,3.15,94.2,6633,7384,56.4,64.1,B,L3,0
1303,65.75,1.5,88.9,2978,108284,68.8,72.9,A,L3,0
1304,84.83,2.32,69.4,4484,27865,63.6,70.2,A,L3,0
1305,69.13,5.59,,5887,5687,49.3,73.5,B,L2,0
1306,57.45,2.73,98.7,5314,105383,53.7,69.0,B,L1,0
1307,63.93,5.01,88.1,1032,41106,31.2,80.7,A,L1,0
1308,78.69,4.33,78.8,1743,75777,60.7,81.9,B,L3,1
1309,67.38,3.08,94.3,758,89433,30.9,67.9,A,L4,0
1310,63.45,3.76,78.8,2830,75419,64.8,72.7,B,L2,0
1311,70.16,1.19,101.4,1198,95034,93.7,76.0,B,L4,0
1312,60.08,4.53,76.0,3886,110486,52.6,67.9,B,L3,0
1313,63.99,3.39,81.5,1677,32732,45.3,78.6,B,L3,0
1314,55.72,2.44,105.2,1192,30108,76.6,93.8,C,L3,1
1315,80.85,3.91,104.9,7651,28412,46.1,72.8,C,L2,1
1316,84.42,2.23,83.7,4767,46328,29.8,69.6,C,L3,0
1317,63.31,2.48,86.9,7566,102441,34.9,86.8,B,L3,0
1318,75.24,3.12,84.7,5777,94555,39.5,83.5,C,L1,0
1319,41.48,4.4,81.9,8796,19307,44.5,65.4,C,L2,0
1320,64.53,1.99,82.2,282,19355,38.7,83.2,C,L4,0
1321,63.08,1.3,91.4,856,119437,44.9,70.2,A,L2,0
1322,51.47,1.07,117.5,6939,92368,63.9,84.9,A,L1,0
1323,72.07,3.11,93.3,6546,81783,27.8,57.8,C,L1,0
1324,63.14,2.12,95.4,8525,89864,39.7,71.2,C,L1,0
1325,76.14,4.67,105.9,8517,115416,9.7,74.2,B,L2,1
1326,61.67,8.15,78.1,7595,43806,38.2,66.9,A,L4,1
1327,62.98,1.82,107.0,7484,87344,16.6,60.1,A,L4,0
1328,76.33,2.61,65.8,997,38561,55.7,52.2,A,L4,0
1329,59.44,2.98,93.0,3335,116687,47.3,80.2,A,L1,0
1330,62.13,8.71,72.1,8055,49237,26.9,78.4,A,L3,0
1331,57.72,4.24,80.7,6974,78040,68.9,68.4,B,L2,0
1332,95.16,2.9,74.6,7271,42975,43.0,77.9,A,L1,0
1333,72.77,3.23,81.6,753,13959,50.4,76.3,C,L1,0
1334,59.67,2.68,85.8,8587,29673,5.0,74.8,A,L3,0
1335,78.79,1.94,77.5,5242,6591,36.7,77.8,B,L3,0
1336,48.37,1.61,83.6,1604,100845,70.6,90.5,C,L4,0
1337,73.01,3.84,82.0,3698,36805,40.4,75.8,C,L1,0
1338,70.19,1.15,86.6,6246,82388,61.7,66.0,A,L1,0
1339,80.39,4.56,89.2,936,57764,57.5,69.2,A,L1,0
1340,66.44,3.51,69.7,492,74719,45.2,77.5,B,L1,0
1341,71.15,2.1,90.2,3020,22425,52.9,65.2,A,L4,0
1342,72.5,2.85,82.6,2345,73971,40.5,71.7,B,L4,0
1343,62.62,4.14,83.4,7968,45613,43.7,78.7,A,L3,0
1344,75.42,4.55,108.6,3253,53995,30.4,68.6,A,L2,0
1345,56.92,2.92,82.7,2688,107917,36.1,74.1,B,L3,0
1346,64.32,4.99,89.0,1619,49029,43.8,71.2,B,L2,0
1347,74.97,5.27,78.3,2579,6310,52.8,47.2,B,L1,0
1348,63.77,4.13,88.4,917,4660,52.0,65.7,A,L2,0
1349,43.01,5.91,100.7,3351,73041,53.1,65.2,A,L1,0
1350,78.16,1.91,80.4,3543,13657,66.7,61.2,B,L1,0
1351,72.76,1.83,91.3,2234,78859,45.6,62.7,C,L1,0
1352,63.16,3.3,113.4,4504,68578,20.1,86.9,A,L1,0
1353,73.43,4.76,72.3,7586,90847,55.7,65.6,A,L3,1
1354,57.84,3.88,82.6,349,30795,63.9,78.7,C,L1,0
1355,66.52,2.74,93.4,8878,63163,58.1,90.7,C,L4,1
1356,86.72,3.66,86.2,2317,46945,62.8,66.0,B,L1,0
1357,69.87,2.2,71.8,2748,31245,29.7,79.0,A,L2,0
1358,84.33,,91.3,6194,118848,47.7,80.0,B,L4,1
1359,62.65,2.02,97.4,4696,26032,69.1,64.8,C,L3,0
1360,63.36,5.21,84.6,7505,94379,58.9,60.2,B,L4,1
1361,72.64,1.34,106.3,6215,91244,47.9,70.0,B,L3,0
1362,66.0,0.87,109.5,4861,77058,30.9,68.9,A,L1,0
1363,71.01,5.1,79.5,8615,54543,48.3,84.9,C,L1,1
1364,85.69,4.22,73.3,8558,34203,86.3,89.3,B,L2,1
1365,75.35,4.4,75.3,1369,37956,59.7,66.7,C,L3,0
1366,58.1,0.8,82.0,4605,60022,46.3,91.1,B,L4,0
1367,82.48,3.63,70.7,6592,53377,50.9,76.2,B,L1,0
1368,68.65,1.0,78.6,7449,50416,95.0,76.8,B,L1,0
1369,63.76,,97.2,5175,87793,44.0,86.2,A,L2,1
1370,60.45,3.06,100.7,3210,102373,75.3,68.6,A,L4,0
1371,60.8,1.88,78.1,674,96425,10.7,85.9,C,L2,0
1372,64.91,3.0,73.5,6350,81627,26.4,73.4,A,L4,0
1373,71.4,1.26,74.6,4833,82179,25.6,81.2,B,L1,0
1374,61.16,3.02,73.4,6928,118458,39.9,67.3,C,L4,0
1375,73.86,1.97,92.6,7999,23436,46.3,73.9,A,L2,0
1376,63.1,1.46,68.8,3764,93475,33.1,63.7,A,L4,0
1377,73.69,4.1,72.5,3042,55395,52.3,83.0,C,L1,0
1378,69.88,5.74,98.0,5924,48755,79.5,66.6,A,L1,0
1379,73.15,3.81,68.0,3343,43685,24.2,76.2,A,L1,0
1380,56.42,2.84,85.0,3757,51095,79.1,65.6,C,L4,0
1381,78.33,2.38,96.3,6916,42269,30.4,76.7,A,L4,0
1382,55.87,1.92,70.8,4074,34159,5.0,72.3,B,L1,0
1383,58.19,2.79,102.9,1920,60807,42.0,64.4,C,L2,0
1384,80.33,10.9,109.5,3281,48558,67.8,84.3,A,L1,1
1385,66.73,1.6,100.7,211,43000,52.5,79.1,C,L3,0
1386,77.31,4.73,83.8,2952,77651,10.6,80.0,B,L2,0
1387,91.13,3.48,86.5,6287,109490,30.8,75.6,A,L1,1
1388,79.67,2.76,74.2,1182,1685,52.3,79.9,C,L1,1
1389,78.08,3.6,88.5,2565,105380,38.1,75.2,B,L1,0
1390,67.69,4.44,108.0,1577,1535,27.0,53.4,B,L3,0
1391,70.09,4.2,77.6,5391,10885,53.0,70.1,B,L4,0
1392,63.46,3.84,94.3,3332,77011,27.2,73.6,B,L2,0
1393,71.18,2.39,84.7,6825,110004,75.6,67.1,C,L3,1
1394,68.16,4.32,64.6,1755,104404,45.3,63.6,B,L4,0
1395,58.62,1.51,90.6,7132,13319,29.2,53.5,A,L2,0
1396,67.72,1.83,74.7,452,100218,76.2,76.5,C,L3,1
1397,67.57,3.09,87.4,383,91979,26.4,79.5,A,L4,0
1398,72.73,2.87,79.5,7036,77845,68.7,66.6,A,L4,1
1399,57.68,2.63,75.5,443,54324,51.4,72.0,A,L2,0
1400,58.15,1.67,65.7,4936,10375,60.2,69.5,A,L2,0
1401,74.8,2.28,80.4,1938,82057,54.9,74.9,A,L2,0
1402,78.34,3.29,64.6,6060,74034,70.4,62.3,B,L3,0
1403,76.85,6.23,95.3,869,53847,46.3,71.3,A,L2,0
1404,,2.45,84.4,3788,96854,48.8,62.7,B,L3,0
1405,60.8,2.23,99.8,4155,82837,62.6,81.1,A,L3,0
1406,79.21,3.36,99.9,7807,49336,40.2,67.0,B,L2,0
1407,58.76,4.17,63.2,630,70322,51.3,71.8,B,L1,0
1408,73.73,2.75,88.9,1807,14087,33.8,48.3,B,L4,0
1409,77.15,4.2,76.9,1993,69912,51.2,71.9,A,L2,1
1410,74.48,2.99,75.6,749,54015,22.0,74.8,C,L1,0
1411,76.75,2.67,71.1,7315,35145,50.4,67.3,C,L3,1
1412,62.29,2.29,91.6,4521,75205,35.1,71.8,C,L3,0
1413,47.23,2.02,82.0,2288,23692,51.8,86.6,A,L3,0
1414,73.04,2.14,70.9,6197,36322,66.6,64.1,C,L4,0
1415,86.88,,90.9,8937,112755,32.9,75.4,A,L1,1
1416,72.92,8.74,81.6,6507,46544,46.5,70.3,B,L2,1
1417,74.24,3.97,101.2,6751,52800,61.5,85.7,A,L3,1
1418,66.85,2.38,87.9,905,51616,56.4,81.2,A,L4,0
1419,67.32,3.71,81.4,3195,78397,63.4,69.8,C,L2,1
1420,58.63,3.04,85.0,2231,25124,61.7,66.6,A,L2,0
1421,56.27,3.57,84.9,6456,56792,40.5,70.4,B,L3,0
1422,63.35,4.42,74.6,6881,25881,64.0,75.4,B,L4,1
1423,71.66,3.3,72.6,8319,13904,40.0,62.1,A,L4,0
1424,67.38,2.51,67.1,571,107834,33.4,76.2,A,L1,0
1425,52.79,3.51,76.9,6635,57336,16.6,63.5,C,L2,0
1426,67.97,3.93,88.4,8342,102628,54.2,64.8,A,L4,1
1427,71.57,2.7,91.4,5341,101062,57.2,67.6,B,L1,1
1428,83.46,6.75,85.6,7348,23894,66.2,82.2,B,L3,1
1429,71.01,2.62,87.3,5417,59700,30.7,76.5,B,L4,1
1430,60.36,2.34,70.1,5362,10083,31.7,83.8,A,L2,0
1431,63.58,2.67,91.2,1591,58073,40.8,82.8,A,L3,0
1432,60.95,5.04,89.6,5670,2408,30.7,61.9,C,L4,0
1433,77.24,1.72,88.4,4335,76233,61.6,69.9,A,L4,0
1434,,1.75,83.8,4140,53148,53.9,66.4,C,L4,0
1435,63.67,6.92,,4476,47673,50.7,60.8,C,L4,0
1436,61.0,4.62,70.5,8437,40215,44.9,82.7,A,L1,0
1437,69.64,1.68,74.6,4652,56559,47.9,73.2,A,L3,0
1438,69.61,4.96,91.0,5870,92422,42.8,61.7,A,L3,0
1439,77.6,3.03,105.1,3191,39672,41.3,82.3,A,L1,0
1440,58.95,1.11,68.4,5995,112230,38.0,65.0,B,L1,0
1441,62.37,2.38,85.5,1565,90107,37.7,75.5,B,L3,0
1442,54.72,1.47,67.1,610,41434,52.1,70.3,A,L4,0
1443,77.19,4.4,71.4,7967,112187,69.2,66.8,C,L1,1
1444,77.4,1.58,88.0,5143,113233,66.0,71.9,A,L1,0
1445,56.01,1.84,97.4,4244,86134,30.5,66.6,B,L3,0
1446,76.99,2.93,101.8,4625,116008,48.4,87.0,A,L1,1
1447,61.36,3.19,81.1,4019,15283,59.8,66.4,C,L3,0
1448,65.66,6.95,87.9,4309,58649,64.5,73.5,C,L4,1
1449,63.53,2.96,88.8,624,22442,25.5,75.3,A,L3,0
1450,65.34,1.74,95.7,7061,5294,67.9,76.3,C,L3,0
1451,55.72,3.75,71.1,8881,24911,48.4,65.6,A,L3,0
1452,67.94,2.03,92.4,2800,117882,60.6,65.7,A,L4,0
1453,64.43,3.14,82.2,418,101273,48.9,62.4,A,L3,0
1454,81.21,2.91,75.5,4181,102616,46.1,85.3,A,L1,1
1455,71.69,1.38,81.9,1375,37289,29.7,58.6,C,L4,0
1456,64.49,4.9,74.6,2671,63312,59.4,98.7,C,L3,1
1457,,1.61,83.5,7314,51642,79.2,66.3,B,L2,0
1458,65.19,3.02,77.9,5706,26244,59.3,81.4,A,L2,0
1459,73.16,2.78,76.0,5784,50470,49.2,83.1,C,L4,1
1460,76.24,3.25,86.9,7664,102238,27.7,68.6,B,L4,1
1461,56.79,2.43,82.7,2044,65256,42.2,78.6,B,L1,0
1462,75.74,2.88,68.9,8656,58921,52.2,70.8,A,L1,1
1463,68.59,1.7,91.2,2029,53586,62.0,73.3,A,L3,0
1464,66.23,3.92,102.1,3936,86061,37.6,74.8,A,L4,0
1465,67.15,2.28,73.9,3451,61836,51.1,78.3,C,L1,0
1466,74.27,4.34,82.1,7667,96029,30.8,54.3,A,L3,0
1467,74.14,3.45,78.8,1169,84904,29.2,62.5,A,L1,0
1468,64.33,4.35,91.9,5891,58526,20.8,67.7,C,L4,0
1469,69.02,2.24,117.3,8897,69313,51.8,53.2,B,L1,0
1470,67.19,5.45,114.2,2710,4464,20.5,64.3,B,L1,0
1471,61.26,1.9,95.6,6683,56863,46.5,74.7,B,L2,0
1472,73.74,1.52,88.5,7124,37302,52.7,65.0,B,L2,0
1473,62.76,4.21,111.3,4838,71558,30.1,78.7,B,L3,1
1474,88.75,3.11,71.9,6105,68817,61.5,87.5,C,L4,1
1475,57.94,4.73,93.9,1478,28115,55.9,67.7,B,L2,0
1476,54.06,2.6,86.1,4951,68807,41.7,69.3,B,L3,0
1477,65.64,2.23,88.3,6144,111918,88.0,78.8,B,L2,0
1478,67.73,2.57,79.2,2399,21755,73.2,52.3,A,L1,0
1479,58.73,2.0,87.1,7329,8391,61.5,68.7,C,L3,0
1480,61.41,1.35,,2298,1680,61.9,68.1,A,L2,0
1481,58.67,2.56,90.2,3669,48718,70.0,68.4,B,L4,0
1482,69.24,7.18,74.5,2685,6986,38.7,72.0,A,L2,0
1483,58.23,2.42,87.9,3895,110002,33.1,66.8,C,L1,0
1484,69.85,1.32,68.2,4551,2725,33.9,76.9,A,L4,0
1485,56.74,3.39,88.9,7017,113862,62.8,68.6,B,L3,0
1486,63.06,5.76,93.3,5841,80024,65.8,77.1,A,L4,1
1487,62.13,2.79,53.7,6436,22696,62.0,74.8,B,L3,0
1488,61.0,1.87,98.1,8565,25134,5.0,57.2,B,L1,0
1489,83.49,1.98,56.5,5495,46155,50.1,71.4,C,L4,0
1490,55.48,1.63,73.5,7330,6655,51.9,74.6,A,L4,0
1491,81.5,1.49,89.1,5298,4312,40.1,83.7,B,L3,0
1492,71.62,2.83,84.1,3576,69646,47.8,64.6,C,L2,0
1493,79.12,2.24,77.1,6230,3648,65.5,69.3,B,L4,0
1494,50.27,3.05,94.9,1752,69399,69.7,64.1,B,L3,0
1495,82.57,1.81,92.2,8750,1600,49.6,76.9,A,L3,0
1496,68.73,6.94,80.4,1686,48239,38.6,70.6,A,L3,0
1497,64.47,2.49,104.9,3988,13488,63.2,55.4,A,L1,0
1498,81.62,0.92,88.7,7381,12918,56.4,77.4,C,L3,0
1499,66.91,2.8,77.6,4642,72604,28.2,76.8,A,L4,0
1500,71.71,1.99,57.1,8542,96845,54.2,63.1,A,L1,0
1501,74.67,4.34,79.5,1112,1086,51.6,74.2,C,L4,0
1502,60.66,2.55,88.7,2999,32969,25.1,70.0,B,L1,0
1503,69.22,4.41,92.7,7848,69111,71.7,69.4,B,L1,1
1504,59.2,1.95,98.2,3536,82298,52.1,66.6,A,L4,0
1505,61.16,2.36,97.0,117,97921,47.4,70.8,A,L1,0
1506,69.58,1.74,77.1,6974,56769,58.9,88.2,A,L4,0
1507,66.43,3.34,90.6,6146,98291,52.7,75.6,B,L4,0
1508,62.04,5.68,85.0,3078,72298,75.4,79.6,B,L4,0
1509,66.62,,96.5,1369,82116,50.9,77.9,C,L2,0
1510,65.85,3.26,102.4,6015,117990,56.2,83.2,A,L3,1
1511,67.8,2.41,80.0,5191,18782,54.9,73.4,C,L4,0
1512,67.26,2.1,77.7,1990,1025,21.9,69.0,A,L4,0
1513,69.52,2.38,82.5,3781,75091,62.7,77.5,B,L4,0
1514,81.44,2.23,87.9,814,39152,13.2,81.6,A,L1,0
1515,59.33,2.32,68.9,6344,101065,56.9,88.1,B,L3,1
1516,59.22,5.07,75.7,359,109094,59.5,72.3,A,L4,1
1517,52.35,2.98,93.9,3916,71327,53.9,71.6,A,L1,0
1518,68.57,3.34,91.2,2205,96116,57.1,67.2,A,L1,0
1519,57.56,3.04,75.4,1262,103116,33.5,69.3,C,L2,0
1520,53.21,2.48,96.0,3194,108785,52.3,71.8,C,L4,0
1521,62.29,3.57,74.7,3449,66379,49.7,71.1,C,L3,0
1522,61.54,1.52,86.3,3500,45638,23.0,68.5,B,L4,0
1523,77.8,4.05,88.3,3627,4757,71.4,78.5,C,L4,0
1524,62.43,2.13,94.0,7494,29544,65.6,65.8,C,L4,0
1525,82.81,3.98,94.8,5278,43122,42.9,77.1,A,L2,0
1526,57.55,2.28,90.6,1873,72363,33.3,72.6,B,L4,0
1527,62.41,4.82,90.5,6723,112067,70.4,66.7,C,L1,1
1528,62.21,2.2,89.2,2066,4947,63.4,64.0,A,L3,0
1529,62.2,1.84,110.5,5204,1257,44.1,76.7,A,L2,0
1530,67.0,2.13,74.1,1262,29622,36.7,65.0,B,L4,0
1531,80.91,3.09,82.4,1688,93112,42.7,57.6,B,L3,0
1532,63.33,3.38,97.7,4068,116166,25.4,74.2,A,L4,1
1533,71.07,2.38,68.6,1432,41223,44.9,71.4,A,L3,0
1534,64.82,7.13,91.9,489,79339,46.0,77.0,B,L4,1
1535,77.54,1.54,83.8,2096,58062,63.9,78.6,A,L1,0
1536,,2.82,71.0,1861,27818,45.8,68.4,B,L1,0
1537,56.68,2.32,91.6,7720,75109,57.5,81.9,B,L3,0
1538,74.63,1.82,59.5,1297,1295,61.5,59.1,A,L1,0
1539,61.38,2.83,78.3,4901,3772,37.0,77.5,B,L3,0
1540,86.22,3.38,73.3,7264,6907,44.4,66.9,B,L2,0
1541,63.68,3.61,82.6,845,10102,61.9,79.3,B,L1,0
1542,61.95,3.01,73.7,3210,48278,31.4,83.4,C,L1,0
1543,64.48,2.49,87.3,8825,69088,71.5,72.9,A,L3,0
1544,53.09,3.46,84.3,6494,78782,82.3,79.0,B,L1,0
1545,75.6,1.46,81.4,6837,34219,33.8,65.3,B,L1,0
1546,,2.93,102.0,8253,72270,54.1,74.1,B,L2,0
1547,65.28,3.77,94.8,7853,32032,43.7,65.0,A,L2,0
1548,46.26,1.38,99.2,2297,69894,35.3,75.8,A,L3,0
1549,55.95,3.54,104.7,8810,74610,35.7,75.5,A,L1,1
1550,72.8,1.83,,4155,73864,59.2,81.1,A,L1,0
1551,69.38,1.32,,438,5947,63.7,75.6,A,L3,0
1552,66.57,3.38,78.4,4760,11542,86.4,75.6,B,L1,0
1553,56.34,2.52,94.4,8887,8080,41.0,59.2,A,L1,0
1554,53.39,3.76,91.2,8328,28122,69.4,73.9,A,L4,0
1555,70.64,1.56,75.0,7318,95078,48.5,75.6,A,L4,1
1556,64.08,3.09,76.2,3271,81760,9.3,79.6,B,L1,0
1557,78.46,1.79,65.6,8422,48833,54.6,73.2,B,L1,0
1558,62.17,1.76,89.8,108,94461,31.6,87.8,B,L1,0
1559,82.5,1.4,81.7,1802,97963,38.4,82.3,B,L1,1
1560,63.77,3.73,69.7,5723,45774,36.3,85.4,B,L1,0
1561,65.63,4.17,85.7,3769,51779,45.2,63.3,A,L1,0
1562,58.27,1.33,77.1,1005,35603,43.1,76.9,A,L3,0
1563,80.99,1.24,98.2,3499,28640,70.7,68.0,B,L2,0
1564,56.78,3.04,73.3,5331,104601,72.7,70.5,A,L4,0
1565,60.09,3.45,85.3,8698,5902,44.9,79.6,B,L1,0
1566,65.0,5.07,79.2,6006,10330,37.8,77.8,B,L2,0
1567,60.44,3.71,66.7,3545,5784,53.1,73.5,A,L1,0
1568,64.22,5.14,79.7,5903,27643,12.6,72.8,A,L2,0
1569,72.08,3.95,59.9,5749,13083,54.1,71.7,A,L3,0
1570,65.73,5.33,81.0,5954,76700,59.1,85.1,C,L2,1
1571,80.09,7.45,66.7,6346,38179,41.7,67.8,B,L1,1
1572,73.85,3.01,63.5,811,41866,46.3,81.1,A,L2,0
1573,72.62,1.95,87.6,5651,1322,82.2,63.4,C,L1,0
1574,77.11,2.21,82.8,1571,102053,74.6,56.7,B,L1,1
1575,69.65,3.17,89.6,3423,48142,9.6,71.5,B,L2,0
1576,64.71,2.53,106.2,8740,34732,47.9,58.5,B,L4,0
1577,67.1,2.07,77.1,2815,37115,35.9,59.1,C,L4,0
1578,62.8,2.59,76.5,8660,88314,49.3,62.8,B,L4,0
