fecha_hora,pm25_ug_m3,pm10_ug_m3,no2_ppb,co_ppm,temperatura_c,humedad_pct,viento_m_s,estacion,tipo_dia,target_alerta_calidad_aire
2024-07-24 06:00:00,32.08,78.47,33.25,1.39,20.1,52.9,1.18,sur,laboral,1
2024-07-24 12:00:00,32.36,50.89,24.97,0.87,27.9,70.2,5.56,industrial,fin_semana,0
2024-07-24 18:00:00,11.1,23.11,46.13,0.85,12.2,24.9,1.01,centro,fin_semana,0
2024-07-25 00:00:00,29.8,71.3,43.38,3.42,25.5,56.1,3.9,sur,fin_semana,1
2024-07-25 06:00:00,25.05,49.22,19.83,0.66,22.2,76.2,9.71,sur,laboral,0
2024-07-25 12:00:00,24.24,48.2,18.44,0.72,18.7,62.9,3.99,centro,laboral,0
2024-07-25 18:00:00,35.7,79.11,23.49,1.08,16.5,32.1,3.73,centro,laboral,0
2024-07-26 00:00:00,72.63,158.9,20.48,2.29,15.0,54.8,7.63,norte,feriado,0
2024-07-26 06:00:00,36.66,69.62,48.07,3.17,13.6,51.6,5.91,norte,laboral,1
2024-07-26 12:00:00,13.9,30.49,94.4,1.48,21.9,24.9,1.64,centro,laboral,0
2024-07-26 18:00:00,11.53,23.59,45.02,1.73,19.9,67.7,2.5,centro,feriado,0
2024-07-27 00:00:00,35.73,57.35,28.0,1.49,18.1,48.9,2.96,norte,laboral,0
2024-07-27 06:00:00,34.45,81.0,17.62,3.27,10.7,42.2,3.04,industrial,fin_semana,1
2024-07-27 12:00:00,36.13,76.63,36.44,0.27,20.8,44.9,5.93,sur,laboral,0
2024-07-27 18:00:00,37.02,66.27,,1.27,22.5,64.0,2.47,centro,laboral,1
2024-07-28 00:00:00,28.55,57.38,27.67,1.1,27.7,54.9,4.75,industrial,laboral,0
2024-07-28 06:00:00,23.09,54.54,30.61,0.77,11.8,68.2,2.48,sur,fin_semana,1
2024-07-28 12:00:00,18.72,28.6,68.75,1.57,25.1,68.5,1.77,sur,laboral,0
2024-07-28 18:00:00,25.21,48.25,29.79,0.7,17.3,43.8,1.92,sur,laboral,0
2024-07-29 00:00:00,42.25,67.51,40.95,0.58,11.8,59.6,4.81,norte,laboral,0
2024-07-29 06:00:00,10.4,16.4,28.6,0.86,24.8,74.8,0.67,industrial,laboral,0
2024-07-29 12:00:00,21.36,39.22,22.77,0.62,5.6,29.4,2.07,norte,laboral,0
2024-07-29 18:00:00,39.66,61.37,18.3,0.49,31.7,61.0,1.92,industrial,laboral,0
2024-07-30 00:00:00,22.58,44.27,18.08,0.98,12.8,68.1,1.73,sur,feriado,0
2024-07-30 06:00:00,12.47,,24.0,0.56,16.2,55.2,0.97,centro,laboral,0
2024-07-30 12:00:00,12.02,22.63,40.67,2.37,27.6,26.0,1.49,industrial,laboral,0
2024-07-30 18:00:00,22.44,35.99,33.22,1.03,12.7,89.6,1.7,norte,laboral,1
2024-07-31 00:00:00,13.13,16.95,11.98,1.08,21.8,71.3,0.43,sur,fin_semana,0
2024-07-31 06:00:00,15.63,25.28,65.81,0.48,13.1,41.2,1.13,norte,laboral,0
2024-07-31 12:00:00,30.23,59.43,37.42,1.55,19.4,72.2,0.71,norte,laboral,0
2024-07-31 18:00:00,29.73,63.83,27.93,1.74,17.9,19.5,1.37,sur,fin_semana,0
2024-08-01 00:00:00,25.61,63.65,22.27,0.86,10.4,66.9,2.46,industrial,laboral,0
2024-08-01 06:00:00,18.45,38.87,25.98,1.33,6.6,51.7,5.58,norte,feriado,0
2024-08-01 12:00:00,33.96,85.11,24.19,1.53,15.8,35.4,8.48,norte,fin_semana,0
2024-08-01 18:00:00,29.78,56.32,33.1,3.15,11.2,69.9,5.08,industrial,fin_semana,1
2024-08-02 00:00:00,22.41,40.53,45.43,2.29,23.8,76.5,2.76,sur,fin_semana,0
2024-08-02 06:00:00,11.42,25.16,24.79,2.16,2.7,44.5,3.0,sur,fin_semana,0
2024-08-02 12:00:00,16.17,33.78,30.41,1.29,15.5,65.5,3.5,centro,laboral,0
2024-08-02 18:00:00,15.91,36.84,31.46,1.0,12.1,41.3,2.32,industrial,laboral,1
2024-08-03 00:00:00,8.29,15.86,41.94,0.61,13.3,56.3,0.88,centro,laboral,0
2024-08-03 06:00:00,16.33,28.44,5.28,0.51,18.1,63.9,4.31,industrial,fin_semana,0
2024-08-03 12:00:00,17.69,23.82,55.04,0.7,5.9,75.7,2.48,sur,laboral,0
2024-08-03 18:00:00,31.68,59.51,16.96,0.73,19.0,80.9,4.27,industrial,laboral,0
2024-08-04 00:00:00,13.01,25.4,35.17,1.07,12.1,59.8,0.64,sur,laboral,0
2024-08-04 06:00:00,25.28,62.6,52.34,1.19,13.2,84.1,3.69,norte,laboral,0
2024-08-04 12:00:00,28.41,41.8,33.3,0.87,23.6,57.6,2.45,norte,fin_semana,0
2024-08-04 18:00:00,30.5,44.24,31.88,2.12,8.3,70.5,2.98,industrial,laboral,1
2024-08-05 00:00:00,8.82,17.03,38.34,0.99,18.9,54.3,1.43,norte,laboral,0
2024-08-05 06:00:00,29.39,72.34,9.44,1.13,9.9,55.1,5.14,norte,laboral,0
2024-08-05 12:00:00,24.83,56.46,30.29,0.6,8.5,78.6,0.19,centro,laboral,1
2024-08-05 18:00:00,16.63,26.26,26.1,0.52,17.7,41.9,7.24,sur,fin_semana,0
2024-08-06 00:00:00,35.83,49.59,32.54,1.55,13.7,70.4,2.49,industrial,fin_semana,1
2024-08-06 06:00:00,24.02,47.97,24.21,2.08,3.4,47.4,2.8,sur,laboral,0
2024-08-06 12:00:00,22.67,51.26,30.67,2.16,17.6,60.2,2.22,industrial,laboral,1
2024-08-06 18:00:00,13.14,32.22,30.59,0.76,20.2,70.9,3.3,norte,laboral,0
2024-08-07 00:00:00,36.37,61.04,50.52,0.86,14.7,74.0,1.82,norte,laboral,1
2024-08-07 06:00:00,57.16,91.82,29.81,1.54,10.4,31.7,1.64,centro,laboral,1
2024-08-07 12:00:00,32.58,64.78,15.73,1.17,12.9,51.6,1.98,sur,laboral,0
2024-08-07 18:00:00,30.57,50.93,42.02,0.56,8.5,84.6,7.39,centro,laboral,0
2024-08-08 00:00:00,7.27,16.63,28.18,0.6,8.9,68.9,0.35,norte,laboral,0
2024-08-08 06:00:00,17.7,42.61,45.03,0.81,30.1,66.0,0.58,centro,fin_semana,1
2024-08-08 12:00:00,18.77,26.71,51.58,0.87,19.4,61.3,8.84,norte,laboral,0
2024-08-08 18:00:00,,56.43,28.77,3.06,16.4,94.2,2.72,centro,laboral,1
2024-08-09 00:00:00,26.76,60.26,26.22,2.09,12.8,98.0,4.74,norte,laboral,0
2024-08-09 06:00:00,11.34,19.29,33.04,0.81,29.1,39.3,2.57,sur,laboral,0
2024-08-09 12:00:00,22.21,43.14,33.85,1.64,26.2,28.1,0.51,sur,laboral,0
2024-08-09 18:00:00,38.52,65.49,56.36,2.01,13.3,80.1,2.29,industrial,fin_semana,1
2024-08-10 00:00:00,24.97,49.62,44.77,1.23,5.7,66.6,3.87,sur,fin_semana,0
2024-08-10 06:00:00,32.37,70.41,47.68,0.72,30.8,52.5,1.13,sur,laboral,1
2024-08-10 12:00:00,25.13,28.48,41.74,0.86,18.6,46.5,3.46,industrial,laboral,0
2024-08-10 18:00:00,22.3,53.27,34.15,2.8,19.6,73.6,3.44,centro,feriado,0
2024-08-11 00:00:00,28.24,65.3,15.4,0.76,18.8,35.5,1.1,sur,fin_semana,0
2024-08-11 06:00:00,37.39,49.2,83.15,1.11,11.8,73.0,0.36,industrial,laboral,1
2024-08-11 12:00:00,19.38,35.44,32.88,1.74,19.0,83.7,3.79,sur,laboral,0
2024-08-11 18:00:00,21.12,57.49,21.61,1.3,20.8,51.9,3.51,centro,fin_semana,0
2024-08-12 00:00:00,9.88,23.13,25.24,0.98,20.4,56.8,8.24,sur,laboral,0
2024-08-12 06:00:00,16.98,30.46,22.87,1.15,24.0,78.3,11.74,centro,laboral,0
2024-08-12 12:00:00,41.82,83.08,22.79,0.69,18.5,76.1,0.35,industrial,laboral,0
2024-08-12 18:00:00,3.4,5.8,16.03,0.49,10.0,42.5,0.4,centro,laboral,0
2024-08-13 00:00:00,20.11,48.65,48.83,0.69,18.3,62.7,1.05,centro,laboral,0
2024-08-13 06:00:00,6.45,10.74,61.26,1.46,16.8,68.1,2.04,centro,laboral,0
2024-08-13 12:00:00,23.71,38.94,55.43,0.46,23.4,32.1,0.52,sur,laboral,0
2024-08-13 18:00:00,8.4,17.55,15.14,0.48,5.0,52.1,3.9,norte,laboral,0
2024-08-14 00:00:00,25.97,51.32,7.34,1.12,12.9,69.4,4.08,norte,laboral,0
2024-08-14 06:00:00,11.75,26.36,27.25,1.99,21.3,21.4,6.61,industrial,laboral,0
2024-08-14 12:00:00,28.7,55.38,18.61,0.61,31.0,66.8,0.57,industrial,laboral,1
2024-08-14 18:00:00,9.12,16.67,42.7,0.7,14.3,49.6,4.12,norte,laboral,0
2024-08-15 00:00:00,19.42,43.15,18.39,2.37,19.2,83.0,3.29,sur,laboral,0
2024-08-15 06:00:00,14.56,28.52,43.96,0.4,8.7,68.7,2.81,sur,laboral,0
2024-08-15 12:00:00,25.74,58.04,25.52,1.42,21.7,66.4,0.19,centro,feriado,1
2024-08-15 18:00:00,21.41,49.87,32.79,1.03,17.3,38.8,12.0,sur,laboral,0
2024-08-16 00:00:00,12.59,19.29,37.93,1.8,19.0,58.1,1.63,centro,laboral,0
2024-08-16 06:00:00,43.37,76.87,27.92,1.46,22.8,53.8,3.48,centro,laboral,0
2024-08-16 12:00:00,25.23,35.36,25.97,1.29,16.1,71.8,1.94,centro,laboral,0
2024-08-16 18:00:00,15.39,35.49,25.8,0.89,12.9,37.8,2.15,industrial,laboral,0
2024-08-17 00:00:00,17.73,35.99,22.68,1.16,13.7,59.9,4.39,industrial,laboral,0
2024-08-17 06:00:00,10.79,21.3,31.71,1.26,20.4,62.3,2.57,industrial,laboral,0
2024-08-17 12:00:00,16.87,26.5,24.32,1.19,13.7,43.0,6.7,centro,fin_semana,0
2024-08-17 18:00:00,24.37,33.43,22.33,0.71,23.4,68.9,2.71,centro,laboral,0
2024-08-18 00:00:00,11.66,24.58,13.73,1.35,18.3,48.8,1.96,norte,laboral,0
2024-08-18 06:00:00,32.79,57.7,13.37,1.09,21.1,68.3,7.48,sur,laboral,0
2024-08-18 12:00:00,29.5,68.18,43.62,1.79,16.2,66.1,5.7,norte,laboral,0
2024-08-18 18:00:00,23.73,53.89,59.0,0.51,15.5,49.2,1.6,centro,feriado,0
2024-08-19 00:00:00,17.48,39.55,77.62,1.62,-0.8,50.8,1.43,norte,fin_semana,1
2024-08-19 06:00:00,22.76,56.56,46.2,0.35,14.5,94.4,6.58,centro,laboral,0
2024-08-19 12:00:00,7.7,13.3,20.92,1.61,20.9,77.8,0.65,norte,fin_semana,0
2024-08-19 18:00:00,44.75,83.91,27.16,1.2,17.8,62.9,4.0,norte,fin_semana,0
2024-08-20 00:00:00,52.78,103.66,34.52,1.93,4.9,59.6,7.46,centro,laboral,0
2024-08-20 06:00:00,30.17,46.63,21.17,0.7,20.6,69.2,5.65,centro,laboral,0
2024-08-20 12:00:00,41.03,87.26,35.03,2.56,19.6,98.0,3.37,industrial,laboral,1
2024-08-20 18:00:00,47.19,86.08,46.94,1.03,6.0,92.3,1.57,centro,laboral,1
2024-08-21 00:00:00,19.71,45.76,28.11,0.78,15.3,35.5,1.46,sur,laboral,0
2024-08-21 06:00:00,49.11,82.16,32.2,0.53,12.1,36.2,2.82,centro,laboral,0
2024-08-21 12:00:00,6.83,17.55,31.62,0.77,20.4,62.6,3.53,sur,laboral,0
2024-08-21 18:00:00,20.96,32.56,37.06,1.5,16.8,94.7,8.25,sur,laboral,0
2024-08-22 00:00:00,42.95,108.26,7.06,0.76,9.0,55.0,2.85,centro,laboral,1
2024-08-22 06:00:00,37.04,60.24,22.27,2.87,17.2,90.8,0.89,sur,feriado,1
2024-08-22 12:00:00,18.73,30.78,36.19,2.31,19.0,66.6,2.09,norte,laboral,0
2024-08-22 18:00:00,13.5,25.46,41.38,1.09,16.0,77.0,3.46,centro,laboral,0
2024-08-23 00:00:00,22.05,41.96,43.95,1.39,12.8,59.4,3.87,industrial,laboral,0
2024-08-23 06:00:00,18.26,32.46,14.98,1.49,22.9,70.2,7.4,industrial,fin_semana,0
2024-08-23 12:00:00,10.2,21.46,20.31,1.0,26.7,80.6,1.84,centro,laboral,0
2024-08-23 18:00:00,20.13,47.0,59.16,0.59,22.0,69.0,2.4,sur,laboral,0
2024-08-24 00:00:00,33.51,49.27,47.04,1.15,24.7,56.5,1.07,norte,laboral,0
2024-08-24 06:00:00,9.98,18.11,49.07,1.85,14.2,90.9,3.58,norte,feriado,0
2024-08-24 12:00:00,21.08,38.1,49.91,0.42,16.2,50.3,9.19,industrial,laboral,0
2024-08-24 18:00:00,24.48,45.9,12.15,1.08,22.6,94.8,3.5,industrial,laboral,0
2024-08-25 00:00:00,9.87,10.69,67.73,2.51,13.2,64.1,2.74,sur,laboral,0
2024-08-25 06:00:00,19.57,26.5,26.73,0.67,11.2,62.0,3.3,centro,laboral,0
2024-08-25 12:00:00,28.04,45.31,70.06,1.15,10.1,53.7,4.01,sur,fin_semana,0
2024-08-25 18:00:00,12.45,25.45,45.91,0.3,20.5,64.9,1.01,sur,laboral,0
2024-08-26 00:00:00,16.13,34.71,65.68,1.52,23.4,66.5,3.09,norte,fin_semana,0
2024-08-26 06:00:00,10.43,15.82,18.85,0.64,11.4,63.3,2.04,norte,laboral,0
2024-08-26 12:00:00,17.8,35.37,36.97,2.62,29.1,84.7,3.18,centro,laboral,0
2024-08-26 18:00:00,11.38,18.61,18.97,0.62,21.1,61.7,4.6,industrial,fin_semana,0
2024-08-27 00:00:00,29.62,35.9,15.43,1.1,20.9,69.1,0.45,centro,laboral,0
2024-08-27 06:00:00,24.82,44.89,43.89,0.48,19.3,48.4,0.68,sur,laboral,0
2024-08-27 12:00:00,15.91,29.19,50.23,0.52,8.1,98.0,0.96,industrial,laboral,0
2024-08-27 18:00:00,31.14,42.96,61.56,1.78,9.3,93.4,3.73,industrial,fin_semana,0
2024-08-28 00:00:00,18.05,43.65,33.33,0.86,20.7,36.3,1.16,industrial,feriado,0
2024-08-28 06:00:00,15.11,33.87,40.11,0.93,16.7,56.9,4.05,centro,fin_semana,0
2024-08-28 12:00:00,12.67,21.83,38.26,1.61,13.3,74.9,5.44,norte,laboral,0
2024-08-28 18:00:00,29.3,50.65,30.9,3.05,7.4,35.9,3.02,centro,laboral,0
2024-08-29 00:00:00,11.29,21.12,21.57,0.54,14.2,45.9,0.71,sur,laboral,0
2024-08-29 06:00:00,12.0,23.93,16.37,0.42,25.0,76.2,0.17,industrial,laboral,0
2024-08-29 12:00:00,20.31,37.2,71.14,0.5,19.1,41.3,2.58,sur,fin_semana,0
2024-08-29 18:00:00,29.87,51.82,18.61,1.42,12.7,76.2,1.19,sur,feriado,0
2024-08-30 00:00:00,6.52,13.29,37.54,3.43,14.6,49.0,0.95,industrial,laboral,1
2024-08-30 06:00:00,25.78,43.73,9.45,3.01,24.1,46.3,2.76,centro,laboral,1
2024-08-30 12:00:00,17.83,35.2,20.08,0.82,12.0,68.4,2.9,sur,laboral,0
2024-08-30 18:00:00,10.23,19.5,33.36,2.92,22.3,71.1,1.23,sur,laboral,0
2024-08-31 00:00:00,51.95,90.96,14.54,1.99,13.3,57.1,5.35,norte,laboral,1
2024-08-31 06:00:00,47.27,110.13,34.55,1.4,8.7,78.4,5.53,norte,laboral,0
2024-08-31 12:00:00,30.2,56.18,31.59,1.54,9.1,59.7,1.1,industrial,laboral,1
2024-08-31 18:00:00,32.88,61.52,55.43,1.74,10.2,70.2,1.92,industrial,laboral,1
2024-09-01 00:00:00,34.97,65.42,20.04,1.5,12.5,38.3,0.42,centro,laboral,1
2024-09-01 06:00:00,12.3,21.47,57.74,1.07,18.2,73.2,2.18,centro,laboral,1
2024-09-01 12:00:00,32.11,61.32,53.43,2.43,26.2,63.6,12.0,industrial,laboral,0
2024-09-01 18:00:00,14.65,20.47,23.45,1.97,9.6,59.2,2.53,industrial,laboral,1
2024-09-02 00:00:00,38.94,60.88,41.27,2.28,14.5,66.0,2.59,norte,laboral,1
2024-09-02 06:00:00,42.22,62.87,38.19,0.56,20.7,66.8,3.15,sur,laboral,0
2024-09-02 12:00:00,11.11,18.32,55.42,0.94,14.5,69.3,3.6,sur,laboral,0
2024-09-02 18:00:00,26.51,63.58,33.1,0.58,17.7,74.4,2.78,sur,laboral,1
2024-09-03 00:00:00,10.36,21.05,44.94,0.81,21.3,95.3,2.37,sur,laboral,0
2024-09-03 06:00:00,59.38,105.92,58.78,1.36,3.8,70.5,1.58,norte,laboral,1
2024-09-03 12:00:00,10.37,16.77,16.47,0.76,9.1,87.9,6.05,sur,laboral,0
2024-09-03 18:00:00,34.02,68.52,101.18,1.2,25.3,69.9,0.24,norte,laboral,1
2024-09-04 00:00:00,11.97,27.86,10.81,0.86,5.3,73.6,0.34,norte,fin_semana,0
2024-09-04 06:00:00,26.5,52.04,15.32,0.59,22.3,36.5,7.06,centro,laboral,0
2024-09-04 12:00:00,29.45,67.09,31.58,0.8,12.4,71.1,6.19,norte,fin_semana,0
2024-09-04 18:00:00,35.87,85.25,23.32,1.85,16.5,53.9,0.76,centro,fin_semana,0
2024-09-05 00:00:00,25.32,42.26,40.47,3.33,17.8,70.2,2.99,centro,laboral,0
2024-09-05 06:00:00,32.26,63.63,29.12,3.16,18.2,88.1,4.71,industrial,laboral,1
2024-09-05 12:00:00,11.57,22.07,41.38,1.34,3.8,55.6,3.82,centro,fin_semana,0
2024-09-05 18:00:00,32.93,67.87,49.06,1.05,17.9,54.8,1.36,industrial,laboral,1
2024-09-06 00:00:00,13.92,26.51,33.47,0.77,10.8,47.0,4.83,sur,fin_semana,0
2024-09-06 06:00:00,33.09,76.14,62.47,0.61,15.6,60.5,3.82,centro,laboral,0
2024-09-06 12:00:00,19.45,39.76,28.69,1.14,10.2,63.5,2.2,centro,laboral,0
2024-09-06 18:00:00,29.25,50.48,20.42,0.81,27.3,77.3,9.95,norte,fin_semana,0
2024-09-07 00:00:00,24.41,47.28,26.47,0.16,19.3,74.4,2.21,sur,laboral,0
2024-09-07 06:00:00,16.23,31.6,19.48,1.1,17.9,73.0,2.21,sur,laboral,0
2024-09-07 12:00:00,17.71,33.66,45.31,1.23,26.2,46.2,2.51,sur,fin_semana,0
2024-09-07 18:00:00,24.06,40.77,33.3,0.96,19.6,37.1,3.32,centro,fin_semana,0
2024-09-08 00:00:00,8.18,18.42,25.36,2.26,18.1,64.5,3.69,centro,fin_semana,0
2024-09-08 06:00:00,13.1,26.71,38.12,3.33,19.5,59.6,2.92,norte,laboral,0
2024-09-08 12:00:00,31.29,63.14,8.76,2.09,15.0,65.1,2.03,industrial,laboral,1
2024-09-08 18:00:00,26.58,40.37,49.8,1.27,18.0,29.2,7.27,industrial,laboral,0
2024-09-09 00:00:00,40.64,73.62,34.41,0.64,23.0,33.0,4.67,centro,laboral,0
2024-09-09 06:00:00,21.6,48.54,12.2,1.0,16.5,42.2,1.71,sur,laboral,0
2024-09-09 12:00:00,22.41,51.43,34.86,1.86,19.0,80.2,2.37,centro,laboral,0
2024-09-09 18:00:00,10.35,24.3,20.86,1.83,27.1,60.9,2.37,centro,laboral,0
2024-09-10 00:00:00,11.8,16.45,43.7,1.61,10.6,81.1,0.87,industrial,laboral,0
2024-09-10 06:00:00,71.46,113.57,22.68,2.11,9.2,33.4,3.79,industrial,feriado,1
2024-09-10 12:00:00,24.45,44.79,11.82,2.82,23.6,98.0,1.73,norte,laboral,0
2024-09-10 18:00:00,12.56,29.74,29.02,0.98,22.3,65.7,0.88,sur,fin_semana,0
2024-09-11 00:00:00,13.4,22.85,21.97,2.14,22.4,54.0,0.73,norte,fin_semana,0
2024-09-11 06:00:00,23.91,38.1,30.0,0.86,22.9,73.0,1.71,sur,laboral,0
2024-09-11 12:00:00,17.26,27.59,23.41,2.67,21.4,81.2,3.19,centro,fin_semana,0
2024-09-11 18:00:00,27.52,55.73,17.09,4.39,25.6,45.1,1.1,centro,fin_semana,0
2024-09-12 00:00:00,30.85,65.34,34.68,3.01,10.4,56.0,3.34,sur,laboral,1
2024-09-12 06:00:00,33.18,69.66,51.76,1.08,19.1,51.3,1.29,centro,laboral,0
2024-09-12 12:00:00,19.99,32.71,54.18,0.27,14.8,79.1,5.37,industrial,laboral,1
2024-09-12 18:00:00,33.24,60.68,10.69,0.89,16.7,42.1,0.3,industrial,fin_semana,1
2024-09-13 00:00:00,40.05,98.39,61.92,0.31,22.6,68.5,4.81,centro,laboral,0
2024-09-13 06:00:00,17.03,33.35,34.02,2.1,6.3,56.7,4.1,norte,laboral,0
2024-09-13 12:00:00,27.05,42.25,39.11,0.37,20.8,88.5,5.17,norte,laboral,0
2024-09-13 18:00:00,29.51,47.19,32.4,1.53,25.1,77.5,2.85,industrial,laboral,1
2024-09-14 00:00:00,46.79,86.94,15.07,1.55,7.7,35.7,2.46,centro,feriado,1
2024-09-14 06:00:00,24.25,39.13,34.4,0.74,16.8,62.1,7.53,sur,fin_semana,0
2024-09-14 12:00:00,11.01,22.42,18.44,2.01,22.6,50.9,5.15,sur,laboral,0
2024-09-14 18:00:00,21.13,37.73,24.31,1.04,14.7,15.9,8.05,norte,feriado,0
2024-09-15 00:00:00,34.55,63.43,41.26,2.6,7.9,47.4,3.28,sur,laboral,0
2024-09-15 06:00:00,13.11,17.03,36.69,1.55,7.0,72.7,1.36,centro,laboral,0
2024-09-15 12:00:00,32.09,27.28,37.78,2.95,17.5,89.2,3.78,industrial,laboral,1
2024-09-15 18:00:00,43.13,66.84,47.67,1.3,18.8,68.3,0.84,industrial,laboral,1
2024-09-16 00:00:00,39.76,118.34,34.57,1.48,10.9,64.2,5.35,centro,fin_semana,1
2024-09-16 06:00:00,52.21,111.25,43.36,1.21,22.1,54.3,8.21,centro,laboral,0
2024-09-16 12:00:00,36.04,60.67,27.51,0.57,30.7,74.9,0.83,industrial,laboral,1
2024-09-16 18:00:00,23.6,36.43,38.87,0.77,25.4,98.0,6.83,norte,fin_semana,0
2024-09-17 00:00:00,38.87,86.42,22.49,1.42,23.2,94.6,2.98,industrial,laboral,1
2024-09-17 06:00:00,51.24,103.19,47.08,1.03,20.7,45.6,2.08,sur,laboral,1
2024-09-17 12:00:00,16.88,23.47,45.67,0.82,23.6,52.0,9.52,centro,fin_semana,0
2024-09-17 18:00:00,13.68,20.81,27.74,0.54,18.3,53.5,5.72,centro,laboral,0
2024-09-18 00:00:00,30.79,58.22,56.93,1.31,21.1,35.4,2.21,norte,fin_semana,0
2024-09-18 06:00:00,21.68,47.82,20.29,1.12,3.6,70.4,7.88,norte,laboral,0
2024-09-18 12:00:00,21.11,42.58,47.96,1.02,15.0,56.0,3.12,centro,feriado,0
2024-09-18 18:00:00,41.71,86.07,33.72,1.76,17.0,43.1,3.67,centro,laboral,0
2024-09-19 00:00:00,18.03,33.84,29.71,0.99,18.6,60.4,1.25,sur,fin_semana,0
2024-09-19 06:00:00,25.43,49.28,21.93,0.99,9.6,72.4,2.27,sur,laboral,0
2024-09-19 12:00:00,10.88,21.38,40.33,1.1,20.9,61.7,8.4,industrial,laboral,0
2024-09-19 18:00:00,14.3,36.85,27.7,0.78,29.8,66.0,0.66,centro,laboral,0
2024-09-20 00:00:00,47.08,98.5,38.19,2.06,8.9,51.0,5.03,sur,laboral,1
2024-09-20 06:00:00,20.53,38.92,32.23,0.85,14.3,55.9,3.32,sur,fin_semana,0
2024-09-20 12:00:00,8.36,12.59,49.88,1.9,17.2,59.4,1.44,centro,laboral,0
2024-09-20 18:00:00,12.64,22.61,67.06,1.15,14.0,53.2,6.05,norte,laboral,0
2024-09-21 00:00:00,13.83,29.5,26.66,0.79,10.5,63.5,3.7,sur,laboral,0
2024-09-21 06:00:00,33.55,61.36,34.19,1.99,10.3,80.2,1.19,industrial,laboral,1
2024-09-21 12:00:00,22.67,,38.49,0.89,12.2,69.6,2.11,norte,fin_semana,0
2024-09-21 18:00:00,15.93,26.31,27.19,0.65,31.0,48.9,2.45,industrial,laboral,0
2024-09-22 00:00:00,15.57,34.59,40.07,0.77,14.2,36.5,1.85,sur,laboral,0
2024-09-22 06:00:00,18.68,36.09,34.39,1.27,16.9,40.1,0.86,norte,laboral,0
2024-09-22 12:00:00,21.04,36.46,32.21,3.22,16.1,98.0,0.69,norte,laboral,0
2024-09-22 18:00:00,22.93,47.36,31.43,1.65,28.0,73.6,1.33,industrial,feriado,0
2024-09-23 00:00:00,26.12,47.65,47.92,0.63,18.9,62.9,1.71,centro,fin_semana,0
2024-09-23 06:00:00,22.98,40.0,13.54,1.52,22.2,29.9,2.39,centro,laboral,0
2024-09-23 12:00:00,21.86,43.45,55.55,1.76,25.7,58.1,2.65,industrial,laboral,0
2024-09-23 18:00:00,2.97,5.93,19.05,1.41,13.2,75.3,4.33,norte,laboral,0
2024-09-24 00:00:00,15.65,36.77,43.2,1.51,8.6,36.4,9.14,centro,laboral,0
2024-09-24 06:00:00,33.31,48.98,24.45,2.47,14.1,48.7,1.46,sur,fin_semana,1
2024-09-24 12:00:00,,32.66,21.61,0.84,8.8,53.1,3.44,norte,laboral,0
2024-09-24 18:00:00,24.44,49.56,35.37,1.16,4.5,67.2,4.82,sur,feriado,0
2024-09-25 00:00:00,18.47,28.51,22.16,1.56,5.5,78.4,2.2,centro,fin_semana,1
2024-09-25 06:00:00,20.1,28.94,33.69,0.82,17.0,49.4,3.96,sur,laboral,0
2024-09-25 12:00:00,13.09,17.81,24.55,1.33,1.7,54.3,2.62,industrial,fin_semana,0
2024-09-25 18:00:00,12.77,15.64,14.71,1.79,23.2,33.5,2.13,sur,feriado,0
2024-09-26 00:00:00,15.17,29.75,39.23,0.56,22.7,52.3,1.9,centro,laboral,0
2024-09-26 06:00:00,34.5,63.98,29.82,5.02,15.7,79.2,5.34,centro,laboral,0
2024-09-26 12:00:00,20.45,44.44,29.57,2.27,22.5,45.4,1.99,industrial,fin_semana,0
2024-09-26 18:00:00,10.67,21.5,15.35,2.14,11.4,73.1,2.22,centro,laboral,0
2024-09-27 00:00:00,10.13,21.23,42.26,0.47,7.4,63.8,4.06,centro,fin_semana,0
2024-09-27 06:00:00,44.02,91.93,26.54,0.64,15.7,38.8,0.4,sur,laboral,1
2024-09-27 12:00:00,20.51,41.3,26.83,1.47,13.3,85.2,1.32,sur,laboral,0
2024-09-27 18:00:00,29.18,51.93,45.57,1.31,18.8,41.6,2.2,norte,laboral,0
2024-09-28 00:00:00,13.94,25.45,26.73,0.68,19.0,57.4,5.61,sur,fin_semana,0
2024-09-28 06:00:00,17.73,39.18,30.02,1.06,25.7,97.0,2.96,centro,laboral,0
2024-09-28 12:00:00,20.49,48.2,25.99,1.2,5.8,52.2,5.05,norte,laboral,0
2024-09-28 18:00:00,33.83,61.12,48.31,1.51,15.1,83.7,3.55,sur,fin_semana,0
2024-09-29 00:00:00,58.64,118.29,50.61,0.81,9.3,67.7,0.68,sur,laboral,1
2024-09-29 06:00:00,23.61,43.94,10.89,0.61,12.5,56.3,3.36,centro,fin_semana,0
2024-09-29 12:00:00,15.1,34.27,35.37,1.35,10.4,59.5,3.49,sur,fin_semana,0
2024-09-29 18:00:00,18.61,41.38,41.18,1.86,17.7,44.8,7.66,norte,laboral,0
2024-09-30 00:00:00,3.62,5.0,47.31,3.21,20.1,66.2,5.73,sur,fin_semana,0
2024-09-30 06:00:00,19.44,51.99,35.12,1.28,0.1,75.1,1.61,norte,laboral,0
2024-09-30 12:00:00,13.74,26.1,43.86,0.33,15.9,76.8,2.53,sur,laboral,0
