id_estudiante,edad,asistencia_pct,horas_estudio_semana,tareas_entregadas_pct,promedio_previo,atrasos_mes,participa_clase,uso_plataforma_horas,jornada,area_carrera,target_riesgo_academico
1085,38,91.9,3.6,94.5,2.69,3,1,5.8,vespertina,ingenieria,1
1086,38,73.7,11.4,90.7,4.93,1,1,6.7,vespertina,ingenieria,0
1087,28,79.6,4.7,58.9,5.61,1,1,5.2,diurna,administracion,0
1088,32,55.2,16.9,78.1,5.43,2,1,6.9,diurna,educacion,0
1089,36,69.7,5.0,80.6,4.71,2,0,4.5,diurna,ingenieria,1
1090,36,60.2,2.2,82.5,3.89,3,1,5.8,diurna,administracion,1
1091,40,85.1,12.3,68.4,4.85,2,0,5.0,online,salud,0
1092,35,82.9,3.0,53.5,5.05,3,0,6.7,vespertina,ingenieria,0
1093,23,71.4,6.2,59.0,5.27,2,1,3.3,online,educacion,0
1094,20,93.7,7.9,74.8,5.98,1,1,6.9,diurna,ingenieria,0
1095,36,61.5,16.7,57.0,5.84,1,0,6.2,online,administracion,0
1096,42,62.3,2.0,52.9,5.97,1,1,10.0,vespertina,salud,0
1097,24,65.3,5.0,51.3,3.19,0,0,6.0,vespertina,ingenieria,1
1098,22,66.1,4.8,77.7,4.07,1,1,9.3,diurna,ingenieria,1
1099,33,72.6,7.1,66.8,5.26,4,0,2.5,online,administracion,1
1100,34,92.6,9.2,74.0,3.43,0,1,8.0,online,ingenieria,0
1101,25,72.7,15.5,90.1,5.51,2,1,8.6,diurna,administracion,0
1102,23,75.6,1.6,61.2,4.9,4,0,2.8,diurna,salud,1
1103,22,72.0,11.8,96.9,6.33,2,0,11.1,vespertina,administracion,0
1104,42,76.4,12.1,77.7,3.98,2,1,5.1,diurna,ingenieria,0
1105,36,97.6,5.7,46.6,5.63,1,1,6.8,vespertina,ingenieria,0
1106,35,48.1,3.8,100.0,5.48,1,0,4.5,online,educacion,0
1107,43,94.5,4.1,49.4,4.24,1,0,8.8,vespertina,ingenieria,1
1108,39,87.5,6.8,100.0,5.09,4,0,0.0,diurna,administracion,0
1109,40,82.5,17.9,89.5,6.11,1,0,3.9,vespertina,educacion,0
1110,36,76.4,3.8,59.6,3.71,2,1,13.1,diurna,ingenieria,1
1111,25,100.0,7.3,68.8,5.94,0,0,0.0,online,educacion,0
1112,28,80.8,15.4,63.8,5.19,5,0,5.8,diurna,salud,0
1113,23,71.8,7.2,65.4,3.62,6,0,6.7,online,ingenieria,1
1114,40,53.4,8.5,84.5,5.76,1,1,7.0,diurna,salud,0
1115,39,61.9,5.7,66.0,4.34,1,0,3.8,diurna,ingenieria,0
1116,44,88.3,6.8,80.5,,2,1,4.6,vespertina,administracion,0
1117,28,62.3,6.4,72.3,3.97,1,1,9.3,online,ingenieria,1
1118,20,88.6,4.3,73.9,3.82,2,1,8.6,vespertina,salud,0
1119,22,94.8,7.3,45.3,6.29,1,1,5.9,diurna,salud,0
1120,28,63.0,7.0,100.0,5.31,2,1,9.7,diurna,educacion,0
1121,37,72.6,2.0,87.4,5.2,0,0,2.7,online,educacion,0
1122,41,89.4,4.8,74.7,5.64,0,0,10.0,diurna,ingenieria,0
1123,43,66.9,9.8,34.9,6.41,3,0,2.9,diurna,ingenieria,0
1124,34,84.1,17.8,100.0,7.0,3,0,6.4,diurna,salud,0
1125,41,69.3,6.2,54.1,2.84,2,0,9.8,vespertina,educacion,1
1126,26,75.0,4.1,42.4,5.51,2,0,0.0,diurna,salud,0
1127,21,74.0,11.0,80.6,4.26,0,1,6.4,diurna,ingenieria,0
1128,21,83.6,4.8,63.3,4.76,1,0,11.3,diurna,educacion,0
1129,41,82.9,7.7,97.4,3.9,1,0,1.3,vespertina,administracion,0
1130,36,81.5,0.9,54.3,5.31,2,0,2.8,diurna,ingenieria,0
1131,25,93.8,4.6,81.7,4.24,1,0,7.4,diurna,salud,0
1132,36,73.5,4.7,88.9,5.06,2,1,3.1,diurna,ingenieria,0
1133,21,78.3,10.3,96.2,5.42,3,1,3.6,diurna,ingenieria,0
1134,30,69.3,,68.5,4.33,4,0,3.0,diurna,educacion,1
1135,32,85.2,2.2,84.3,5.07,3,1,10.6,online,educacion,0
1136,37,58.7,4.7,48.1,5.18,1,0,11.1,diurna,administracion,1
1137,39,100.0,11.0,58.4,6.91,3,1,8.7,diurna,ingenieria,0
1138,21,81.3,3.1,49.7,6.85,1,0,4.7,online,administracion,0
1139,32,63.9,3.4,100.0,4.23,2,0,8.0,online,ingenieria,0
1140,20,84.4,6.0,59.7,5.29,1,1,3.7,diurna,ingenieria,0
1141,18,80.4,2.2,100.0,3.27,4,0,3.6,diurna,ingenieria,0
1142,35,46.8,8.3,36.3,4.68,0,0,3.8,diurna,ingenieria,1
1143,33,62.7,7.8,60.7,4.7,2,1,5.5,online,ingenieria,1
1144,38,67.4,5.1,96.3,4.06,2,1,4.4,diurna,ingenieria,0
1145,38,81.5,5.2,100.0,4.24,0,1,6.7,vespertina,educacion,0
1146,27,85.1,11.3,85.1,5.13,2,1,2.6,diurna,salud,0
1147,33,97.4,4.2,71.8,5.46,1,0,2.0,diurna,administracion,0
1148,38,75.5,4.5,62.6,5.71,1,0,9.5,diurna,salud,0
1149,33,33.6,8.6,85.3,5.01,2,1,8.4,diurna,ingenieria,0
1150,41,65.3,17.9,72.2,4.17,1,0,1.3,vespertina,administracion,0
1151,41,86.7,5.2,69.1,3.64,2,0,1.3,vespertina,ingenieria,0
1152,22,78.9,2.9,78.4,3.81,1,1,4.6,vespertina,ingenieria,0
1153,27,67.7,3.2,100.0,4.64,0,0,4.7,online,educacion,0
1154,44,58.1,6.2,84.2,3.66,4,0,9.4,vespertina,educacion,1
1155,41,54.5,5.6,53.0,4.2,0,0,4.3,diurna,administracion,1
1156,41,52.2,5.5,80.5,4.86,0,1,5.6,diurna,educacion,0
1157,23,52.6,6.8,87.1,5.94,1,1,4.6,vespertina,educacion,0
1158,42,93.5,5.1,69.4,5.41,2,0,7.0,online,salud,0
1159,26,100.0,15.5,69.3,3.18,0,1,8.6,online,ingenieria,0
1160,33,84.7,9.7,79.3,7.0,5,1,3.8,diurna,educacion,0
1161,19,91.0,2.9,63.6,5.98,1,0,10.6,diurna,administracion,0
1162,41,92.0,6.1,86.6,5.16,0,1,6.6,diurna,educacion,0
1163,33,74.2,14.7,96.4,5.97,3,1,3.2,diurna,salud,0
1164,39,91.7,3.6,100.0,4.44,2,1,9.6,vespertina,salud,0
1165,19,79.3,2.2,93.3,4.85,2,1,2.3,diurna,ingenieria,0
1166,37,100.0,4.0,100.0,5.49,1,1,1.9,vespertina,administracion,0
1167,40,68.7,10.1,67.6,5.95,4,0,5.4,diurna,educacion,0
1168,19,100.0,3.3,69.0,4.1,3,1,6.0,diurna,ingenieria,0
1169,32,70.4,4.0,96.8,5.73,5,1,4.1,diurna,ingenieria,0
1170,21,74.7,6.0,64.4,6.41,2,1,2.5,diurna,administracion,0
1171,28,76.4,3.9,63.8,5.01,0,0,5.6,diurna,salud,0
1172,33,80.7,5.1,66.9,5.27,4,1,4.3,vespertina,administracion,1
1173,34,100.0,2.4,82.5,3.75,2,0,3.5,diurna,administracion,0
1174,39,74.9,3.2,60.0,4.55,0,1,5.6,online,ingenieria,1
1175,23,60.0,3.9,53.8,5.39,3,1,4.6,diurna,ingenieria,1
1176,36,59.1,5.5,68.0,6.07,1,0,6.3,diurna,educacion,0
1177,20,77.3,6.2,73.7,3.54,3,0,5.8,online,salud,1
1178,29,83.3,4.8,70.7,7.0,4,0,9.4,vespertina,ingenieria,0
1179,27,83.3,4.8,55.5,4.99,2,1,2.6,diurna,educacion,1
1180,41,83.4,,72.3,5.86,2,1,0.0,diurna,ingenieria,0
1181,34,77.5,4.1,58.0,5.21,0,1,4.9,vespertina,ingenieria,0
1182,34,95.1,10.0,61.8,4.32,2,1,1.9,diurna,ingenieria,0
1183,42,72.7,6.3,54.0,5.25,1,0,5.6,diurna,educacion,0
1184,34,58.4,3.2,86.2,5.52,2,1,6.8,online,educacion,0
1185,24,80.4,9.4,67.4,5.49,1,0,6.1,vespertina,ingenieria,0
1186,31,61.8,10.1,79.6,6.55,3,0,4.5,vespertina,ingenieria,0
1187,42,90.8,4.7,61.7,5.81,4,1,7.7,diurna,ingenieria,0
1188,22,70.8,8.5,65.4,5.65,2,0,1.1,vespertina,educacion,0
1189,26,74.2,10.4,80.9,4.59,2,0,4.6,diurna,ingenieria,0
1190,36,68.3,2.4,43.4,5.66,1,1,10.0,vespertina,administracion,1
1191,35,76.0,14.1,41.5,6.52,1,1,0.0,diurna,administracion,0
1192,38,63.2,3.3,93.2,4.43,1,1,5.4,online,ingenieria,1
1193,44,69.3,6.1,60.7,4.03,0,1,6.8,diurna,educacion,0
1194,36,100.0,4.5,74.3,4.62,4,1,2.9,diurna,ingenieria,0
1195,42,49.8,3.3,81.5,5.16,1,0,2.2,online,educacion,1
1196,27,54.8,11.1,81.7,3.96,5,0,2.8,diurna,salud,1
1197,21,82.3,5.2,74.0,4.89,4,0,5.0,diurna,salud,0
1198,22,65.0,10.1,94.1,4.19,4,1,0.0,diurna,ingenieria,0
1199,32,53.9,4.3,95.0,3.82,5,1,10.4,online,administracion,1
1200,33,83.5,5.1,62.4,5.39,4,1,6.2,vespertina,salud,0
1201,25,99.5,10.6,56.0,4.46,2,0,3.8,diurna,educacion,0
1202,37,78.2,2.5,51.8,5.07,3,0,3.2,diurna,administracion,1
1203,25,70.9,11.2,73.3,3.67,3,1,8.3,vespertina,educacion,0
1204,21,80.3,4.6,80.6,2.92,3,1,0.0,diurna,administracion,1
1205,31,75.1,3.4,75.4,5.47,0,0,7.7,vespertina,administracion,0
1206,22,60.2,9.3,40.6,4.48,5,1,6.0,diurna,ingenieria,1
1207,22,83.2,14.9,29.0,3.66,2,1,12.9,diurna,educacion,0
1208,23,96.1,18.6,72.0,4.48,2,1,6.4,diurna,ingenieria,0
1209,43,72.7,9.1,100.0,5.07,1,0,3.2,online,salud,0
1210,23,85.6,5.5,71.7,4.54,1,0,5.0,diurna,educacion,0
1211,28,42.3,2.6,57.9,4.58,3,1,1.5,diurna,ingenieria,1
1212,33,90.1,20.2,88.5,3.97,3,1,1.3,vespertina,ingenieria,0
1213,29,88.8,1.2,82.8,5.12,6,1,1.4,diurna,salud,0
1214,36,76.2,9.1,63.4,3.92,1,1,3.8,online,ingenieria,0
1215,42,53.1,11.8,83.9,5.72,1,1,4.6,vespertina,educacion,0
1216,18,100.0,9.4,70.9,5.14,1,0,7.9,diurna,administracion,0
1217,26,74.4,2.1,68.3,5.32,1,0,11.0,diurna,ingenieria,1
1218,32,93.9,3.7,82.8,5.02,3,0,3.0,online,salud,0
1219,40,100.0,11.3,68.3,5.56,3,0,0.8,diurna,educacion,0
1220,33,69.4,14.0,88.8,4.33,1,0,7.6,vespertina,educacion,0
1221,30,70.0,8.5,62.1,3.57,1,0,4.6,vespertina,salud,1
1222,29,64.3,9.4,75.5,4.0,3,0,14.8,vespertina,ingenieria,1
1223,41,100.0,5.3,47.5,4.67,1,0,8.0,diurna,educacion,0
1224,33,59.2,11.8,56.2,6.13,0,1,10.3,diurna,ingenieria,0
1225,27,100.0,2.9,98.6,4.47,7,1,5.1,vespertina,administracion,0
1226,32,89.0,7.4,90.2,4.54,1,1,7.8,vespertina,educacion,0
1227,28,44.2,11.6,93.3,5.04,0,1,8.2,online,ingenieria,0
1228,43,85.0,5.5,57.4,4.76,1,1,7.9,diurna,ingenieria,0
1229,24,52.8,6.7,100.0,4.85,2,1,10.0,diurna,salud,1
1230,32,86.8,2.0,75.1,4.87,3,0,2.2,diurna,administracion,1
1231,40,93.5,2.6,61.4,6.09,3,1,2.7,diurna,administracion,0
1232,21,60.8,7.2,58.3,4.96,2,1,4.2,diurna,ingenieria,1
1233,44,100.0,5.1,90.9,4.09,3,0,3.3,diurna,administracion,0
1234,43,100.0,18.0,92.4,5.2,1,0,2.1,diurna,educacion,0
1235,37,77.1,11.1,76.0,5.03,2,1,3.4,diurna,salud,0
1236,42,95.0,0.5,83.4,6.52,1,0,4.3,diurna,salud,0
1237,39,74.0,9.4,54.5,4.69,1,1,4.5,online,ingenieria,0
1238,18,80.2,4.4,67.5,4.45,3,1,4.8,online,educacion,1
1239,21,73.4,4.5,90.9,6.2,1,0,1.4,vespertina,educacion,0
1240,29,87.0,9.0,77.4,4.41,3,1,5.8,diurna,ingenieria,0
1241,24,94.3,,70.7,4.09,1,1,5.8,online,ingenieria,1
1242,40,60.9,3.8,76.1,5.02,1,1,5.6,diurna,administracion,0
1243,32,76.5,6.6,40.0,4.24,2,1,6.1,diurna,ingenieria,1
1244,27,73.3,4.0,85.4,3.84,1,1,2.3,diurna,ingenieria,1
1245,19,68.8,5.2,66.0,5.68,2,1,2.4,vespertina,administracion,0
1246,39,76.3,7.4,100.0,3.87,3,1,3.7,diurna,ingenieria,0
1247,36,72.4,3.6,68.6,2.97,2,1,5.5,vespertina,administracion,1
1248,20,82.8,2.6,86.2,4.94,1,1,7.1,diurna,ingenieria,0
1249,22,84.0,10.7,89.9,3.86,1,1,5.6,vespertina,administracion,0
1250,32,75.9,4.3,60.1,5.74,0,1,0.0,vespertina,ingenieria,0
1251,21,64.1,12.0,71.0,5.16,0,1,8.9,vespertina,administracion,0
1252,23,70.0,8.3,62.7,4.17,2,0,6.7,diurna,administracion,1
1253,22,74.9,3.4,87.3,3.81,4,1,0.7,vespertina,salud,1
1254,21,58.8,15.7,100.0,5.41,4,1,8.1,diurna,salud,0
1255,39,98.2,3.4,60.1,4.18,2,0,5.6,vespertina,salud,0
1256,26,80.2,9.8,52.7,3.25,0,1,8.0,diurna,ingenieria,0
1257,20,,13.8,100.0,5.69,3,0,5.3,vespertina,educacion,0
1258,20,97.0,2.2,91.8,5.01,1,0,3.0,diurna,ingenieria,0
1259,42,79.3,8.3,51.4,2.83,3,0,7.1,online,educacion,1
1260,21,93.9,5.7,100.0,3.96,2,0,4.0,vespertina,administracion,0
1261,42,82.2,9.0,74.6,5.63,1,1,6.0,vespertina,salud,0
1262,24,86.7,4.4,100.0,4.77,1,1,4.4,diurna,ingenieria,0
1263,18,81.9,8.8,59.9,6.59,0,1,6.9,vespertina,educacion,0
1264,40,77.6,3.6,88.9,3.54,2,0,0.0,diurna,administracion,1
1265,38,100.0,7.8,61.9,4.07,0,1,1.0,vespertina,administracion,0
1266,44,81.7,7.7,63.0,3.84,3,0,4.1,diurna,administracion,1
1267,38,68.2,4.4,100.0,5.52,1,1,4.3,diurna,educacion,0
1268,35,52.5,13.7,69.6,4.85,2,0,5.0,online,administracion,1
1269,24,78.5,3.7,74.9,4.12,2,1,5.0,diurna,salud,0
1270,29,77.8,9.3,78.9,6.74,2,0,8.1,diurna,ingenieria,0
1271,42,44.5,6.7,100.0,4.53,1,0,10.6,diurna,salud,0
1272,22,58.5,11.0,82.2,4.85,1,0,0.2,vespertina,administracion,0
1273,22,75.0,11.7,86.7,2.45,1,1,4.2,diurna,ingenieria,0
1274,43,57.3,6.7,56.3,5.45,4,1,8.5,diurna,educacion,0
1275,36,54.7,3.0,93.0,3.56,2,0,6.5,vespertina,administracion,1
1276,37,69.4,9.3,88.4,6.35,4,1,2.7,online,ingenieria,0
1277,39,100.0,11.9,64.2,4.37,1,0,11.5,diurna,salud,0
1278,41,60.0,5.2,83.6,5.61,3,1,9.2,diurna,ingenieria,1
1279,36,88.6,14.2,53.4,5.36,0,0,5.3,online,educacion,0
1280,29,91.7,10.1,99.3,5.08,1,1,4.9,diurna,administracion,0
1281,37,74.4,11.4,86.4,5.24,4,1,11.2,vespertina,administracion,0
1282,30,80.3,9.4,65.3,4.96,2,0,0.3,vespertina,administracion,0
1283,24,82.6,10.8,50.9,5.64,0,1,6.9,diurna,educacion,0
1284,27,79.7,3.8,75.4,4.31,3,1,8.9,vespertina,educacion,1
1285,41,59.8,7.9,59.8,6.34,3,1,4.6,vespertina,salud,1
1286,18,63.5,6.0,60.1,3.87,1,1,5.1,vespertina,ingenieria,1
1287,21,78.5,4.0,81.6,3.8,1,1,7.8,vespertina,ingenieria,0
1288,31,83.2,2.9,100.0,5.37,3,1,3.5,diurna,educacion,0
1289,23,100.0,8.5,71.0,6.72,1,0,3.5,diurna,administracion,0
1290,18,70.2,5.1,90.4,4.73,1,0,6.8,vespertina,administracion,0
1291,36,80.5,16.0,85.1,4.17,2,1,6.6,diurna,educacion,0
1292,21,89.0,16.2,51.0,4.08,1,1,6.5,diurna,salud,0
1293,44,72.5,3.1,42.2,3.35,2,0,0.0,diurna,salud,1
1294,24,100.0,11.1,68.2,4.81,5,1,9.3,vespertina,salud,0
1295,29,76.2,7.9,100.0,5.43,4,1,0.9,diurna,educacion,0
1296,31,77.2,5.1,66.4,6.48,0,0,9.1,online,salud,0
1297,38,100.0,7.4,59.6,6.8,4,1,3.8,diurna,salud,0
1298,24,73.6,7.4,58.6,4.17,2,1,3.3,diurna,salud,0
1299,21,81.6,3.5,70.4,3.71,2,1,3.4,diurna,ingenieria,0
1300,40,91.4,11.6,74.3,4.18,1,1,10.2,diurna,educacion,0
1301,29,63.0,10.3,79.9,4.95,2,1,5.4,diurna,ingenieria,0
1302,32,57.2,6.3,90.6,3.35,0,1,5.9,diurna,administracion,1
1303,24,72.2,3.6,55.3,4.68,0,0,3.4,diurna,educacion,0
1304,37,63.8,2.3,90.0,4.84,2,1,0.0,vespertina,salud,1
1305,42,78.9,10.1,46.0,4.76,4,1,9.6,diurna,ingenieria,1
1306,37,,5.9,91.8,4.77,2,1,9.7,diurna,administracion,0
1307,20,100.0,4.3,100.0,4.24,0,0,3.3,diurna,administracion,0
1308,41,86.5,7.4,72.9,4.72,3,0,5.4,diurna,ingenieria,0
1309,42,100.0,11.3,79.9,3.72,4,0,0.0,diurna,administracion,0
1310,27,56.6,2.1,100.0,4.63,2,0,4.0,diurna,ingenieria,1
1311,22,76.4,7.3,60.2,5.07,4,1,7.1,diurna,administracion,1
1312,41,100.0,7.3,53.5,4.03,1,1,1.1,diurna,ingenieria,0
1313,27,100.0,4.5,76.6,4.95,2,0,6.8,vespertina,ingenieria,0
1314,44,70.5,7.5,61.4,6.63,0,1,6.6,diurna,ingenieria,0
1315,21,88.5,9.1,64.9,4.58,5,1,2.3,online,salud,1
1316,29,80.4,12.3,72.0,4.33,1,0,3.1,online,ingenieria,0
1317,42,72.5,5.1,66.2,4.4,3,1,8.1,diurna,salud,1
1318,20,71.6,6.0,60.9,4.19,0,1,5.0,diurna,administracion,0
1319,28,62.2,2.3,80.8,5.31,1,0,7.7,diurna,administracion,1
1320,30,77.2,11.7,72.5,6.04,0,1,4.7,diurna,ingenieria,0
1321,24,87.4,4.2,47.1,5.41,0,1,7.3,vespertina,administracion,0
1322,36,57.6,6.0,88.6,6.58,3,0,6.5,online,administracion,1
1323,40,75.1,5.5,82.4,5.2,2,1,5.0,diurna,ingenieria,0
1324,18,92.6,7.6,92.4,4.28,3,1,10.5,online,salud,0
1325,30,60.3,6.8,53.9,3.37,3,1,8.8,diurna,salud,1
1326,24,100.0,10.3,59.7,6.48,3,0,3.6,online,ingenieria,0
1327,22,83.5,8.5,100.0,5.45,1,0,3.9,diurna,administracion,0
1328,40,80.8,2.0,86.5,4.7,0,0,2.3,diurna,ingenieria,0
1329,44,75.9,5.5,97.8,6.31,3,1,6.1,vespertina,salud,0
1330,30,47.6,11.6,57.8,5.33,2,1,5.5,online,ingenieria,0
1331,25,86.6,4.7,100.0,4.2,1,0,7.1,diurna,educacion,0
1332,43,55.9,8.3,71.8,4.85,4,1,4.1,vespertina,ingenieria,1
1333,24,100.0,7.9,71.8,4.23,5,1,0.0,diurna,ingenieria,0
1334,39,71.5,8.4,95.8,4.15,8,0,6.4,vespertina,ingenieria,1
1335,35,76.4,9.5,94.0,4.01,2,1,9.4,diurna,educacion,0
1336,18,73.6,6.1,71.7,3.97,1,1,2.6,diurna,ingenieria,0
1337,27,87.0,4.6,62.2,5.2,2,0,4.4,diurna,salud,0
1338,31,85.6,8.0,55.6,4.34,2,1,7.9,diurna,salud,0
1339,21,80.4,,87.2,4.79,0,1,2.9,diurna,educacion,0
1340,30,61.9,6.3,90.7,5.01,1,1,4.8,diurna,administracion,0
1341,39,100.0,8.6,100.0,5.13,2,1,7.0,diurna,administracion,0
1342,26,54.4,11.5,82.6,3.77,2,1,5.0,diurna,salud,0
1343,31,64.4,7.1,88.6,4.46,2,1,0.9,vespertina,administracion,0
1344,39,77.0,1.7,54.2,3.9,1,0,9.3,diurna,salud,1
1345,44,98.8,11.7,66.9,5.55,4,0,0.0,diurna,administracion,0
1346,37,93.7,4.1,72.2,5.05,3,1,5.8,vespertina,educacion,0
1347,39,81.7,3.7,70.6,3.92,4,1,5.7,diurna,salud,1
1348,30,73.3,3.7,53.3,3.68,2,1,6.4,diurna,ingenieria,0
1349,41,75.3,10.2,74.7,3.55,0,1,8.7,diurna,administracion,0
1350,19,48.6,3.2,63.3,4.88,2,1,5.6,online,administracion,1
1351,20,75.5,8.4,82.6,4.27,3,0,6.2,vespertina,administracion,0
1352,41,75.0,8.0,67.5,6.18,4,1,3.7,vespertina,ingenieria,0
1353,41,87.5,4.5,78.5,5.48,1,1,3.9,diurna,educacion,0
1354,38,50.8,2.2,83.4,5.35,0,0,6.6,diurna,administracion,0
1355,22,62.7,1.1,93.4,6.43,0,0,7.3,diurna,ingenieria,0
1356,21,75.5,5.8,47.0,5.59,3,0,1.7,diurna,administracion,1
1357,28,63.0,2.6,100.0,3.48,2,0,8.7,online,administracion,1
1358,34,85.9,5.3,73.3,5.38,0,1,5.6,online,ingenieria,0
1359,26,100.0,4.4,77.9,5.26,3,1,5.9,diurna,ingenieria,0
1360,38,85.1,5.4,84.2,4.15,0,1,0.4,diurna,administracion,0
1361,30,71.7,9.5,90.0,5.93,2,1,7.7,vespertina,ingenieria,0
1362,25,81.8,0.2,55.3,7.0,4,1,10.7,vespertina,ingenieria,0
1363,18,90.0,12.5,83.0,5.49,1,1,6.1,vespertina,educacion,0
1364,41,74.9,4.3,80.9,4.8,5,1,3.4,diurna,ingenieria,0
1365,32,81.7,2.7,73.4,4.81,1,0,8.2,vespertina,salud,0
1366,30,71.8,12.1,92.5,4.86,2,0,0.0,diurna,salud,0
1367,27,77.4,6.2,65.0,4.66,3,0,8.6,diurna,salud,0
1368,25,90.1,6.2,46.1,5.44,1,1,4.2,vespertina,salud,0
1369,22,75.5,2.1,68.7,5.53,0,1,1.7,diurna,ingenieria,0
1370,36,69.4,8.2,59.3,4.22,3,1,3.4,diurna,administracion,1
1371,36,86.4,2.3,75.5,5.66,3,0,6.0,diurna,salud,0
1372,41,91.4,6.9,73.4,6.35,1,0,4.6,diurna,administracion,0
1373,32,98.6,3.6,66.9,6.25,3,1,4.4,vespertina,salud,0
1374,35,92.1,7.9,100.0,4.06,0,1,1.1,online,ingenieria,0
1375,36,74.6,9.4,77.3,5.48,2,0,4.6,diurna,administracion,0
1376,19,99.9,9.5,73.2,4.15,1,1,5.4,vespertina,ingenieria,0
1377,20,62.6,8.2,86.9,4.98,0,1,3.8,diurna,educacion,0
1378,40,66.5,7.1,69.4,4.97,1,1,5.3,diurna,ingenieria,0
1379,29,54.1,1.5,86.5,5.2,3,1,0.0,diurna,administracion,1
1380,28,72.7,1.8,100.0,4.74,0,1,4.1,vespertina,ingenieria,0
1381,33,98.4,6.8,44.9,4.79,3,1,6.1,vespertina,ingenieria,0
1382,30,94.1,3.7,79.9,4.46,1,1,0.6,diurna,ingenieria,0
1383,24,78.0,11.8,75.2,5.81,3,0,5.0,vespertina,ingenieria,0
1384,26,66.2,6.7,59.5,3.78,1,1,3.2,diurna,salud,1
1385,31,77.6,7.5,74.3,4.65,2,0,7.6,diurna,salud,0
1386,22,59.6,4.3,21.2,6.05,1,0,9.7,diurna,salud,1
1387,36,56.0,5.2,100.0,5.69,6,0,5.0,online,salud,1
1388,44,83.5,8.1,83.5,5.68,1,0,11.8,diurna,administracion,0
1389,43,81.5,6.6,15.1,5.99,0,1,2.7,diurna,administracion,0
1390,19,57.1,3.5,72.6,6.05,6,1,3.4,vespertina,administracion,1
1391,28,97.2,9.7,52.6,5.39,1,1,6.6,diurna,ingenieria,0
1392,35,100.0,8.2,47.2,6.35,4,0,4.1,online,educacion,0
1393,20,100.0,4.0,100.0,3.79,2,0,7.1,diurna,ingenieria,0
1394,20,92.8,3.9,78.8,4.49,0,1,2.4,online,ingenieria,0
1395,32,76.6,2.6,71.7,6.46,4,1,3.3,online,ingenieria,0
1396,29,82.5,5.6,94.9,4.37,0,1,4.0,diurna,administracion,0
1397,37,70.9,5.3,78.6,3.74,2,1,4.2,diurna,salud,0
1398,37,62.3,6.3,81.3,3.93,2,1,6.4,diurna,salud,1
1399,28,37.0,,75.8,5.51,4,1,1.2,vespertina,salud,1
1400,24,60.1,2.0,54.0,3.64,4,0,5.0,online,salud,1
